"Election Name","County Name","Office Name","District Name","Party Name","Candidate Name","Votes","Yes Votes","No Votes","Election Day Votes","ElectionDay Yes Votes","Election Day No Votes","Mail Votes","Mail Yes Votes","Mail No Votes","Provisional Votes","Provisional Yes Votes","Provisional No Votes"
"2023 Municipal Election","BRADFORD","Justice of the Supreme Court","Statewide","Democratic","DANIEL MCCAFFERY","3,891","0","0","2,413","0","0","1,470","0","0","8","0","0"
"2023 Municipal Election","BRADFORD","Justice of the Supreme Court","Statewide","Republican","CAROLYN CARLUCCIO","9,502","0","0","8,520","0","0","969","0","0","13","0","0"
"2023 Municipal Election","BRADFORD","Judge of the Superior Court (Retention)","Statewide","","JACK PANELLA","0","7,613","3,903","0","6,157","3,313","0","1,440","586","0","16","4"
"2023 Municipal Election","BRADFORD","Judge of the Superior Court (Retention)","Statewide","","VICTOR P STABILE","0","7,571","3,775","0","6,372","2,967","0","1,184","803","0","15","5"
"2023 Municipal Election","BRADFORD","Judge of the Superior Court","Statewide","Democratic","JILL BECK","4,066","0","0","2,538","0","0","1,522","0","0","6","0","0"
"2023 Municipal Election","BRADFORD","Judge of the Superior Court","Statewide","Democratic","TIMIKA LANE","3,176","0","0","1,851","0","0","1,322","0","0","3","0","0"
"2023 Municipal Election","BRADFORD","Judge of the Superior Court","Statewide","Republican","MARIA BATTISTA","8,665","0","0","7,800","0","0","851","0","0","14","0","0"
"2023 Municipal Election","BRADFORD","Judge of the Superior Court","Statewide","Republican","HARRY F SMAIL JR","7,560","0","0","6,837","0","0","713","0","0","10","0","0"
"2023 Municipal Election","BRADFORD","Judge of the Commonwealth Court","Statewide","Democratic","MATT WOLF","3,761","0","0","2,246","0","0","1,508","0","0","7","0","0"
"2023 Municipal Election","BRADFORD","Judge of the Commonwealth Court","Statewide","Republican","MEGAN MARTIN","9,527","0","0","8,602","0","0","911","0","0","14","0","0"
"2023 Municipal Election","BUCKS","Justice of the Supreme Court","Statewide","Democratic","DANIEL MCCAFFERY","110,209","0","0","59,487","0","0","50,248","0","0","474","0","0"
"2023 Municipal Election","BUCKS","Justice of the Supreme Court","Statewide","Republican","CAROLYN CARLUCCIO","88,407","0","0","75,756","0","0","12,426","0","0","225","0","0"
"2023 Municipal Election","BUCKS","Judge of the Superior Court (Retention)","Statewide","","JACK PANELLA","0","115,470","61,191","0","69,150","49,817","0","45,904","11,193","0","416","181"
"2023 Municipal Election","BUCKS","Judge of the Superior Court (Retention)","Statewide","","VICTOR P STABILE","0","100,877","72,256","0","72,430","44,121","0","28,125","27,883","0","322","252"
"2023 Municipal Election","BUCKS","Judge of the Superior Court","Statewide","Democratic","JILL BECK","104,297","0","0","55,467","0","0","48,379","0","0","451","0","0"
"2023 Municipal Election","BUCKS","Judge of the Superior Court","Statewide","Democratic","TIMIKA LANE","97,800","0","0","51,918","0","0","45,465","0","0","417","0","0"
"2023 Municipal Election","BUCKS","Judge of the Superior Court","Statewide","Republican","MARIA BATTISTA","87,822","0","0","74,589","0","0","13,038","0","0","195","0","0"
"2023 Municipal Election","BUCKS","Judge of the Superior Court","Statewide","Republican","HARRY F SMAIL JR","81,881","0","0","69,602","0","0","12,087","0","0","192","0","0"
"2023 Municipal Election","BUCKS","Judge of the Commonwealth Court","Statewide","Democratic","MATT WOLF","106,512","0","0","57,023","0","0","49,020","0","0","469","0","0"
"2023 Municipal Election","BUCKS","Judge of the Commonwealth Court","Statewide","Republican","MEGAN MARTIN","91,238","0","0","77,603","0","0","13,411","0","0","224","0","0"
"2023 Municipal Election","BUCKS","Judge of the Court of Common Pleas (Retention)","7th Judicial District (Bucks County)","","C THEODORE FRITSCH JR","0","111,930","63,742","0","77,721","41,027","0","33,796","22,522","0","413","193"
"2023 Municipal Election","BUCKS","Judge of the Court of Common Pleas","7th Judicial District (Bucks County)","Democratic / Republican","MATT WEINTRAUB","172,465","0","0","117,311","0","0","54,552","0","0","602","0","0"
"2023 Municipal Election","BUTLER","Justice of the Supreme Court","Statewide","Democratic","DANIEL MCCAFFERY","19,146","0","0","10,793","0","0","8,289","0","0","64","0","0"
"2023 Municipal Election","BUTLER","Justice of the Supreme Court","Statewide","Republican","CAROLYN CARLUCCIO","30,051","0","0","26,746","0","0","3,259","0","0","46","0","0"
"2023 Municipal Election","BUTLER","Judge of the Superior Court (Retention)","Statewide","","JACK PANELLA","0","24,047","18,286","0","16,844","15,348","0","7,150","2,900","0","53","38"
"2023 Municipal Election","BUTLER","Judge of the Superior Court (Retention)","Statewide","","VICTOR P STABILE","0","25,122","16,959","0","19,630","12,507","0","5,431","4,422","0","61","30"
"2023 Municipal Election","BUTLER","Judge of the Superior Court","Statewide","Democratic","JILL BECK","18,674","0","0","10,458","0","0","8,157","0","0","59","0","0"
"2023 Municipal Election","BUTLER","Judge of the Superior Court","Statewide","Democratic","TIMIKA LANE","14,832","0","0","7,739","0","0","7,044","0","0","49","0","0"
"2023 Municipal Election","BUTLER","Judge of the Superior Court","Statewide","Republican","MARIA BATTISTA","28,232","0","0","24,991","0","0","3,198","0","0","43","0","0"
"2023 Municipal Election","BUTLER","Judge of the Superior Court","Statewide","Republican","HARRY F SMAIL JR","27,552","0","0","24,485","0","0","3,028","0","0","39","0","0"
"2023 Municipal Election","BUTLER","Judge of the Commonwealth Court","Statewide","Democratic","MATT WOLF","17,869","0","0","9,676","0","0","8,132","0","0","61","0","0"
"2023 Municipal Election","BUTLER","Judge of the Commonwealth Court","Statewide","Republican","MEGAN MARTIN","31,164","0","0","27,707","0","0","3,410","0","0","47","0","0"
"2023 Municipal Election","BUTLER","Judge of the Court of Common Pleas","50th Judicial District (Butler County)","Democratic / Republican","MAURA PALUMBI","40,913","0","0","31,284","0","0","9,535","0","0","94","0","0"
"2023 Municipal Election","CAMBRIA","Justice of the Supreme Court","Statewide","Democratic","DANIEL MCCAFFERY","10,958","0","0","6,617","0","0","4,329","0","0","12","0","0"
"2023 Municipal Election","CAMBRIA","Justice of the Supreme Court","Statewide","Republican","CAROLYN CARLUCCIO","21,519","0","0","19,152","0","0","2,349","0","0","18","0","0"
"2023 Municipal Election","CAMBRIA","Judge of the Superior Court (Retention)","Statewide","","JACK PANELLA","0","17,377","11,002","0","12,779","9,428","0","4,579","1,565","0","19","9"
"2023 Municipal Election","CAMBRIA","Judge of the Superior Court (Retention)","Statewide","","VICTOR P STABILE","0","17,542","10,840","0","13,727","8,540","0","3,796","2,292","0","19","8"
"2023 Municipal Election","CAMBRIA","Judge of the Superior Court","Statewide","Democratic","JILL BECK","12,094","0","0","7,334","0","0","4,752","0","0","8","0","0"
"2023 Municipal Election","CAMBRIA","Judge of the Superior Court","Statewide","Democratic","TIMIKA LANE","9,698","0","0","5,625","0","0","4,063","0","0","10","0","0"
"2023 Municipal Election","CAMBRIA","Judge of the Superior Court","Statewide","Republican","MARIA BATTISTA","19,236","0","0","17,198","0","0","2,019","0","0","19","0","0"
"2023 Municipal Election","CAMBRIA","Judge of the Superior Court","Statewide","Republican","HARRY F SMAIL JR","17,108","0","0","15,380","0","0","1,712","0","0","16","0","0"
"2023 Municipal Election","CAMBRIA","Judge of the Commonwealth Court","Statewide","Democratic","MATT WOLF","11,943","0","0","7,220","0","0","4,711","0","0","12","0","0"
"2023 Municipal Election","CAMBRIA","Judge of the Commonwealth Court","Statewide","Republican","MEGAN MARTIN","20,216","0","0","18,219","0","0","1,979","0","0","18","0","0"
"2023 Municipal Election","CAMBRIA","Judge of the Court of Common Pleas","47th Judicial District (Cambria County)","Democratic","TIM SLOAN","14,828","0","0","10,094","0","0","4,722","0","0","12","0","0"
"2023 Municipal Election","CAMBRIA","Judge of the Court of Common Pleas","47th Judicial District (Cambria County)","Democratic / Republican","MICHAEL CARBONARA","16,791","0","0","12,813","0","0","3,957","0","0","21","0","0"
"2023 Municipal Election","CAMBRIA","Judge of the Court of Common Pleas","47th Judicial District (Cambria County)","Republican","FORREST B FORDHAM","19,264","0","0","16,865","0","0","2,383","0","0","16","0","0"
"2023 Municipal Election","CAMERON","Justice of the Supreme Court","Statewide","Democratic","DANIEL MCCAFFERY","324","0","0","206","0","0","118","0","0","0","0","0"
"2023 Municipal Election","CAMERON","Justice of the Supreme Court","Statewide","Republican","CAROLYN CARLUCCIO","1,018","0","0","845","0","0","173","0","0","0","0","0"
"2023 Municipal Election","CAMERON","Judge of the Superior Court (Retention)","Statewide","","JACK PANELLA","0","801","410","0","663","316","0","138","94","0","0","0"
"2023 Municipal Election","CAMERON","Judge of the Superior Court (Retention)","Statewide","","VICTOR P STABILE","0","807","393","0","672","298","0","135","95","0","0","0"
"2023 Municipal Election","CAMERON","Judge of the Superior Court","Statewide","Democratic","JILL BECK","377","0","0","245","0","0","132","0","0","0","0","0"
"2023 Municipal Election","CAMERON","Judge of the Superior Court","Statewide","Democratic","TIMIKA LANE","299","0","0","187","0","0","112","0","0","0","0","0"
"2023 Municipal Election","CAMERON","Judge of the Superior Court","Statewide","Republican","MARIA BATTISTA","955","0","0","814","0","0","141","0","0","0","0","0"
"2023 Municipal Election","CAMERON","Judge of the Superior Court","Statewide","Republican","HARRY F SMAIL JR","852","0","0","724","0","0","128","0","0","0","0","0"
"2023 Municipal Election","CAMERON","Judge of the Commonwealth Court","Statewide","Democratic","MATT WOLF","339","0","0","209","0","0","130","0","0","0","0","0"
"2023 Municipal Election","CAMERON","Judge of the Commonwealth Court","Statewide","Republican","MEGAN MARTIN","1,001","0","0","842","0","0","159","0","0","0","0","0"
"2023 Municipal Election","CARBON","Justice of the Supreme Court","Statewide","Democratic","DANIEL MCCAFFERY","5,599","0","0","3,529","0","0","2,057","0","0","13","0","0"
"2023 Municipal Election","CARBON","Justice of the Supreme Court","Statewide","Republican","CAROLYN CARLUCCIO","8,785","0","0","7,720","0","0","1,064","0","0","1","0","0"
"2023 Municipal Election","CARBON","Judge of the Superior Court (Retention)","Statewide","","JACK PANELLA","0","7,323","4,470","0","5,223","3,795","0","2,094","670","0","6","5"
"2023 Municipal Election","CARBON","Judge of the Superior Court (Retention)","Statewide","","VICTOR P STABILE","0","7,216","4,550","0","5,576","3,446","0","1,635","1,099","0","5","5"
"2023 Municipal Election","CARBON","Judge of the Superior Court","Statewide","Democratic","JILL BECK","5,679","0","0","3,482","0","0","2,184","0","0","13","0","0"
"2023 Municipal Election","CARBON","Judge of the Superior Court","Statewide","Democratic","TIMIKA LANE","4,532","0","0","2,653","0","0","1,869","0","0","10","0","0"
"2023 Municipal Election","CARBON","Judge of the Superior Court","Statewide","Republican","MARIA BATTISTA","8,339","0","0","7,394","0","0","943","0","0","2","0","0"
"2023 Municipal Election","CARBON","Judge of the Superior Court","Statewide","Republican","HARRY F SMAIL JR","7,074","0","0","6,296","0","0","777","0","0","1","0","0"
"2023 Municipal Election","CARBON","Judge of the Commonwealth Court","Statewide","Democratic","MATT WOLF","5,448","0","0","3,291","0","0","2,144","0","0","13","0","0"
"2023 Municipal Election","CARBON","Judge of the Commonwealth Court","Statewide","Republican","MEGAN MARTIN","8,712","0","0","7,759","0","0","952","0","0","1","0","0"
"2023 Municipal Election","CENTRE","Justice of the Supreme Court","Statewide","Democratic","DANIEL MCCAFFERY","20,243","0","0","11,968","0","0","8,207","0","0","68","0","0"
"2023 Municipal Election","CENTRE","Justice of the Supreme Court","Statewide","Republican","CAROLYN CARLUCCIO","18,730","0","0","16,033","0","0","2,679","0","0","18","0","0"
"2023 Municipal Election","CENTRE","Judge of the Superior Court (Retention)","Statewide","","JACK PANELLA","0","22,610","10,507","0","14,225","8,754","0","8,334","1,739","0","51","14"
"2023 Municipal Election","CENTRE","Judge of the Superior Court (Retention)","Statewide","","VICTOR P STABILE","0","18,611","13,665","0","13,497","8,997","0","5,085","4,632","0","29","36"
"2023 Municipal Election","CENTRE","Judge of the Superior Court","Statewide","Democratic","JILL BECK","20,340","0","0","11,930","0","0","8,347","0","0","63","0","0"
"2023 Municipal Election","CENTRE","Judge of the Superior Court","Statewide","Democratic","TIMIKA LANE","19,033","0","0","11,003","0","0","7,972","0","0","58","0","0"
"2023 Municipal Election","CENTRE","Judge of the Superior Court","Statewide","Republican","MARIA BATTISTA","17,502","0","0","15,048","0","0","2,440","0","0","14","0","0"
"2023 Municipal Election","CENTRE","Judge of the Superior Court","Statewide","Republican","HARRY F SMAIL JR","15,672","0","0","13,480","0","0","2,175","0","0","17","0","0"
"2023 Municipal Election","CENTRE","Judge of the Commonwealth Court","Statewide","Democratic","MATT WOLF","20,542","0","0","12,063","0","0","8,412","0","0","67","0","0"
"2023 Municipal Election","CENTRE","Judge of the Commonwealth Court","Statewide","Republican","MEGAN MARTIN","18,333","0","0","15,837","0","0","2,478","0","0","18","0","0"
"2023 Municipal Election","CENTRE","Judge of the Court of Common Pleas","49th Judicial District (Centre County)","Democratic / Republican","JULIA RATER","32,549","0","0","22,778","0","0","9,702","0","0","69","0","0"
"2023 Municipal Election","CHESTER","Justice of the Supreme Court","Statewide","Democratic","DANIEL MCCAFFERY","92,599","0","0","56,896","0","0","35,153","0","0","550","0","0"
"2023 Municipal Election","CHESTER","Justice of the Supreme Court","Statewide","Republican","CAROLYN CARLUCCIO","64,620","0","0","57,296","0","0","7,166","0","0","158","0","0"
"2023 Municipal Election","CHESTER","Judge of the Superior Court (Retention)","Statewide","","JACK PANELLA","0","91,517","50,925","0","57,960","43,850","0","33,083","6,915","0","474","160"
"2023 Municipal Election","CHESTER","Judge of the Superior Court (Retention)","Statewide","","VICTOR P STABILE","0","82,428","52,410","0","64,274","33,332","0","17,811","18,839","0","343","239"
"2023 Municipal Election","CHESTER","Judge of the Superior Court","Statewide","Democratic","JILL BECK","90,115","0","0","54,892","0","0","34,677","0","0","546","0","0"
"2023 Municipal Election","CHESTER","Judge of the Superior Court","Statewide","Democratic","TIMIKA LANE","85,692","0","0","52,039","0","0","33,144","0","0","509","0","0"
"2023 Municipal Election","CHESTER","Judge of the Superior Court","Statewide","Republican","MARIA BATTISTA","65,451","0","0","57,790","0","0","7,508","0","0","153","0","0"
