"Election Name","County Name","Office Name","District Name","Party Name","Candidate Name","Votes","Yes Votes","No Votes","Election Day Votes","ElectionDay Yes Votes","Election Day No Votes","Mail Votes","Mail Yes Votes","Mail No Votes","Provisional Votes","Provisional Yes Votes","Provisional No Votes"
"2000 General Election","BEAVER","Auditor General","StateWide","Constitution","","412","412","","","","","","","","","",""
"2000 General Election","BEAVER","Auditor General","StateWide","Libertarian","","751","751","","","","","","","","","",""
"2000 General Election","BEAVER","Auditor General","StateWide","Green","","731","731","","","","","","","","","",""
"2000 General Election","BEAVER","Auditor General","StateWide","Reform","","451","451","","","","","","","","","",""
"2000 General Election","BEAVER","State Treasurer","StateWide","Republican","","31,186","31,186","","","","","","","","","",""
"2000 General Election","BEAVER","State Treasurer","StateWide","Democratic","","41,592","41,592","","","","","","","","","",""
"2000 General Election","BEAVER","State Treasurer","StateWide","Constitution","","520","520","","","","","","","","","",""
"2000 General Election","BEAVER","State Treasurer","StateWide","Libertarian","","422","422","","","","","","","","","",""
"2000 General Election","BEAVER","State Treasurer","StateWide","Green","","911","911","","","","","","","","","",""
"2000 General Election","BEAVER","State Treasurer","StateWide","Reform","","488","488","","","","","","","","","",""
"2000 General Election","BEDFORD","Auditor General","StateWide","Republican","","11,101","11,101","","","","","","","","","",""
"2000 General Election","BEDFORD","Auditor General","StateWide","Democratic","","7,449","7,449","","","","","","","","","",""
"2000 General Election","BEDFORD","Auditor General","StateWide","Constitution","","71","71","","","","","","","","","",""
"2000 General Election","BEDFORD","Auditor General","StateWide","Libertarian","","150","150","","","","","","","","","",""
"2000 General Election","BEDFORD","Auditor General","StateWide","Green","","167","167","","","","","","","","","",""
"2000 General Election","BEDFORD","Auditor General","StateWide","Reform","","120","120","","","","","","","","","",""
"2000 General Election","BEDFORD","State Treasurer","StateWide","Republican","","12,524","12,524","","","","","","","","","",""
"2000 General Election","BEDFORD","State Treasurer","StateWide","Democratic","","6,035","6,035","","","","","","","","","",""
"2000 General Election","BEDFORD","State Treasurer","StateWide","Constitution","","129","129","","","","","","","","","",""
"2000 General Election","BEDFORD","State Treasurer","StateWide","Libertarian","","64","64","","","","","","","","","",""
"2000 General Election","BEDFORD","State Treasurer","StateWide","Green","","232","232","","","","","","","","","",""
"2000 General Election","BEDFORD","State Treasurer","StateWide","Reform","","113","113","","","","","","","","","",""
"2000 General Election","BERKS","Auditor General","StateWide","Republican","","54,321","54,321","","","","","","","","","",""
"2000 General Election","BERKS","Auditor General","StateWide","Democratic","","69,761","69,761","","","","","","","","","",""
"2000 General Election","BERKS","Auditor General","StateWide","Constitution","","508","508","","","","","","","","","",""
"2000 General Election","BERKS","Auditor General","StateWide","Libertarian","","1,995","1,995","","","","","","","","","",""
"2000 General Election","BERKS","Auditor General","StateWide","Green","","2,268","2,268","","","","","","","","","",""
"2000 General Election","BERKS","Auditor General","StateWide","Reform","","562","562","","","","","","","","","",""
"2000 General Election","BERKS","State Treasurer","StateWide","Republican","","71,208","71,208","","","","","","","","","",""
"2000 General Election","BERKS","State Treasurer","StateWide","Democratic","","52,811","52,811","","","","","","","","","",""
"2000 General Election","BERKS","State Treasurer","StateWide","Constitution","","918","918","","","","","","","","","",""
"2000 General Election","BERKS","State Treasurer","StateWide","Libertarian","","1,603","1,603","","","","","","","","","",""
"2000 General Election","BERKS","State Treasurer","StateWide","Green","","2,329","2,329","","","","","","","","","",""
"2000 General Election","BERKS","State Treasurer","StateWide","Reform","","611","611","","","","","","","","","",""
"2000 General Election","BLAIR","Auditor General","StateWide","Republican","","24,427","24,427","","","","","","","","","",""
"2000 General Election","BLAIR","Auditor General","StateWide","Democratic","","18,594","18,594","","","","","","","","","",""
"2000 General Election","BLAIR","Auditor General","StateWide","Constitution","","301","301","","","","","","","","","",""
"2000 General Election","BLAIR","Auditor General","StateWide","Libertarian","","441","441","","","","","","","","","",""
"2000 General Election","BLAIR","Auditor General","StateWide","Green","","433","433","","","","","","","","","",""
"2000 General Election","BLAIR","Auditor General","StateWide","Reform","","338","338","","","","","","","","","",""
"2000 General Election","BLAIR","State Treasurer","StateWide","Republican","","27,731","27,731","","","","","","","","","",""
"2000 General Election","BLAIR","State Treasurer","StateWide","Democratic","","15,348","15,348","","","","","","","","","",""
"2000 General Election","BLAIR","State Treasurer","StateWide","Constitution","","378","378","","","","","","","","","",""
"2000 General Election","BLAIR","State Treasurer","StateWide","Libertarian","","268","268","","","","","","","","","",""
"2000 General Election","BLAIR","State Treasurer","StateWide","Green","","501","501","","","","","","","","","",""
"2000 General Election","BLAIR","State Treasurer","StateWide","Reform","","260","260","","","","","","","","","",""
"2000 General Election","BRADFORD","Auditor General","StateWide","Republican","","12,622","12,622","","","","","","","","","",""
"2000 General Election","BRADFORD","Auditor General","StateWide","Democratic","","8,977","8,977","","","","","","","","","",""
"2000 General Election","BRADFORD","Auditor General","StateWide","Constitution","","123","123","","","","","","","","","",""
"2000 General Election","BRADFORD","Auditor General","StateWide","Libertarian","","238","238","","","","","","","","","",""
"2000 General Election","BRADFORD","Auditor General","StateWide","Green","","324","324","","","","","","","","","",""
"2000 General Election","BRADFORD","Auditor General","StateWide","Reform","","232","232","","","","","","","","","",""
"2000 General Election","BRADFORD","State Treasurer","StateWide","Republican","","15,111","15,111","","","","","","","","","",""
"2000 General Election","BRADFORD","State Treasurer","StateWide","Democratic","","6,560","6,560","","","","","","","","","",""
"2000 General Election","BRADFORD","State Treasurer","StateWide","Constitution","","280","280","","","","","","","","","",""
"2000 General Election","BRADFORD","State Treasurer","StateWide","Libertarian","","131","131","","","","","","","","","",""
"2000 General Election","BRADFORD","State Treasurer","StateWide","Green","","333","333","","","","","","","","","",""
"2000 General Election","BRADFORD","State Treasurer","StateWide","Reform","","171","171","","","","","","","","","",""
"2000 General Election","BUCKS","Auditor General","StateWide","Republican","","109,580","109,580","","","","","","","","","",""
"2000 General Election","BUCKS","Auditor General","StateWide","Democratic","","132,606","132,606","","","","","","","","","",""
"2000 General Election","BUCKS","Auditor General","StateWide","Constitution","","940","940","","","","","","","","","",""
"2000 General Election","BUCKS","Auditor General","StateWide","Libertarian","","2,700","2,700","","","","","","","","","",""
"2000 General Election","BUCKS","Auditor General","StateWide","Green","","4,029","4,029","","","","","","","","","",""
"2000 General Election","BUCKS","Auditor General","StateWide","Reform","","996","996","","","","","","","","","",""
"2000 General Election","BUCKS","State Treasurer","StateWide","Republican","","130,739","130,739","","","","","","","","","",""
"2000 General Election","BUCKS","State Treasurer","StateWide","Democratic","","109,382","109,382","","","","","","","","","",""
"2000 General Election","BUCKS","State Treasurer","StateWide","Constitution","","1,900","1,900","","","","","","","","","",""
"2000 General Election","BUCKS","State Treasurer","StateWide","Libertarian","","2,408","2,408","","","","","","","","","",""
"2000 General Election","BUCKS","State Treasurer","StateWide","Green","","4,214","4,214","","","","","","","","","",""
"2000 General Election","BUCKS","State Treasurer","StateWide","Reform","","1,116","1,116","","","","","","","","","",""
"2000 General Election","BUTLER","Auditor General","StateWide","Republican","","34,405","34,405","","","","","","","","","",""
"2000 General Election","BUTLER","Auditor General","StateWide","Democratic","","32,569","32,569","","","","","","","","","",""
"2000 General Election","BUTLER","Auditor General","StateWide","Constitution","","335","335","","","","","","","","","",""
"2000 General Election","BUTLER","Auditor General","StateWide","Libertarian","","785","785","","","","","","","","","",""
"2000 General Election","BUTLER","Auditor General","StateWide","Green","","858","858","","","","","","","","","",""
"2000 General Election","BUTLER","Auditor General","StateWide","Reform","","537","537","","","","","","","","","",""
"2000 General Election","BUTLER","State Treasurer","StateWide","Republican","","40,793","40,793","","","","","","","","","",""
"2000 General Election","BUTLER","State Treasurer","StateWide","Democratic","","26,679","26,679","","","","","","","","","",""
"2000 General Election","BUTLER","State Treasurer","StateWide","Constitution","","570","570","","","","","","","","","",""
"2000 General Election","BUTLER","State Treasurer","StateWide","Libertarian","","492","492","","","","","","","","","",""
"2000 General Election","BUTLER","State Treasurer","StateWide","Green","","921","921","","","","","","","","","",""
"2000 General Election","BUTLER","State Treasurer","StateWide","Reform","","462","462","","","","","","","","","",""
"2000 General Election","CAMBRIA","Auditor General","StateWide","Republican","","20,785","20,785","","","","","","","","","",""
"2000 General Election","CAMBRIA","Auditor General","StateWide","Democratic","","36,993","36,993","","","","","","","","","",""
"2000 General Election","CAMBRIA","Auditor General","StateWide","Constitution","","469","469","","","","","","","","","",""
"2000 General Election","CAMBRIA","Auditor General","StateWide","Libertarian","","542","542","","","","","","","","","",""
"2000 General Election","CAMBRIA","Auditor General","StateWide","Green","","617","617","","","","","","","","","",""
"2000 General Election","CAMBRIA","Auditor General","StateWide","Reform","","487","487","","","","","","","","","",""
"2000 General Election","CAMBRIA","State Treasurer","StateWide","Republican","","23,451","23,451","","","","","","","","","",""
"2000 General Election","CAMBRIA","State Treasurer","StateWide","Democratic","","34,168","34,168","","","","","","","","","",""
"2000 General Election","CAMBRIA","State Treasurer","StateWide","Constitution","","747","747","","","","","","","","","",""
"2000 General Election","CAMBRIA","State Treasurer","StateWide","Libertarian","","257","257","","","","","","","","","",""
"2000 General Election","CAMBRIA","State Treasurer","StateWide","Green","","750","750","","","","","","","","","",""
"2000 General Election","CAMBRIA","State Treasurer","StateWide","Reform","","406","406","","","","","","","","","",""
"2000 General Election","CAMERON","Auditor General","StateWide","Republican","","1,024","1,024","","","","","","","","","",""
"2000 General Election","CAMERON","Auditor General","StateWide","Democratic","","1,059","1,059","","","","","","","","","",""
"2000 General Election","CAMERON","Auditor General","StateWide","Constitution","","13","13","","","","","","","","","",""
"2000 General Election","CAMERON","Auditor General","StateWide","Libertarian","","27","27","","","","","","","","","",""
"2000 General Election","CAMERON","Auditor General","StateWide","Green","","24","24","","","","","","","","","",""
"2000 General Election","CAMERON","Auditor General","StateWide","Reform","","18","18","","","","","","","","","",""
"2000 General Election","CAMERON","State Treasurer","StateWide","Republican","","1,190","1,190","","","","","","","","","",""
"2000 General Election","CAMERON","State Treasurer","StateWide","Democratic","","886","886","","","","","","","","","",""
"2000 General Election","CAMERON","State Treasurer","StateWide","Constitution","","25","25","","","","","","","","","",""
"2000 General Election","CAMERON","State Treasurer","StateWide","Libertarian","","16","16","","","","","","","","","",""
"2000 General Election","CAMERON","State Treasurer","StateWide","Green","","26","26","","","","","","","","","",""
"2000 General Election","CAMERON","State Treasurer","StateWide","Reform","","43","43","","","","","","","","","",""
"2000 General Election","CARBON","Auditor General","StateWide","Republican","","7,635","7,635","","","","","","","","","",""
"2000 General Election","CARBON","Auditor General","StateWide","Democratic","","11,352","11,352","","","","","","","","","",""
"2000 General Election","CARBON","Auditor General","StateWide","Constitution","","269","269","","","","","","","","","",""
"2000 General Election","CARBON","Auditor General","StateWide","Libertarian","","171","171","","","","","","","","","",""
"2000 General Election","CARBON","Auditor General","StateWide","Green","","289","289","","","","","","","","","",""
"2000 General Election","CARBON","Auditor General","StateWide","Reform","","99","99","","","","","","","","","",""
"2000 General Election","CARBON","State Treasurer","StateWide","Republican","","9,392","9,392","","","","","","","","","",""
"2000 General Election","CARBON","State Treasurer","StateWide","Democratic","","9,681","9,681","","","","","","","","","",""
"2000 General Election","CARBON","State Treasurer","StateWide","Constitution","","319","319","","","","","","","","","",""
"2000 General Election","CARBON","State Treasurer","StateWide","Libertarian","","119","119","","","","","","","","","",""
"2000 General Election","CARBON","State Treasurer","StateWide","Green","","285","285","","","","","","","","","",""
"2000 General Election","CARBON","State Treasurer","StateWide","Reform","","109","109","","","","","","","","","",""
"2000 General Election","CENTRE","Auditor General","StateWide","Republican","","22,379","22,379","","","","","","","","","",""
"2000 General Election","CENTRE","Auditor General","StateWide","Democratic","","22,079","22,079","","","","","","","","","",""
"2000 General Election","CENTRE","Auditor General","StateWide","Constitution","","271","271","","","","","","","","","",""
"2000 General Election","CENTRE","Auditor General","StateWide","Libertarian","","728","728","","","","","","","","","",""
"2000 General Election","CENTRE","Auditor General","StateWide","Green","","2,205","2,205","","","","","","","","","",""
"2000 General Election","CENTRE","Auditor General","StateWide","Reform","","302","302","","","","","","","","","",""
"2000 General Election","CENTRE","State Treasurer","StateWide","Republican","","25,815","25,815","","","","","","","","","",""
"2000 General Election","CENTRE","State Treasurer","StateWide","Democratic","","18,751","18,751","","","","","","","","","",""
"2000 General Election","CENTRE","State Treasurer","StateWide","Constitution","","363","363","","","","","","","","","",""
"2000 General Election","CENTRE","State Treasurer","StateWide","Libertarian","","526","526","","","","","","","","","",""
"2000 General Election","CENTRE","State Treasurer","StateWide","Green","","2,151","2,151","","","","","","","","","",""
"2000 General Election","CENTRE","State Treasurer","StateWide","Reform","","372","372","","","","","","","","","",""
"2000 General Election","CHESTER","Auditor General","StateWide","Republican","","88,768","88,768","","","","","","","","","",""
"2000 General Election","CHESTER","Auditor General","StateWide","Democratic","","85,898","85,898","","","","","","","","","",""
"2000 General Election","CHESTER","Auditor General","StateWide","Constitution","","483","483","","","","","","","","","",""
"2000 General Election","CHESTER","Auditor General","StateWide","Libertarian","","3,105","3,105","","","","","","","","","",""
"2000 General Election","CHESTER","Auditor General","StateWide","Green","","3,627","3,627","","","","","","","","","",""
"2000 General Election","CHESTER","Auditor General","StateWide","Reform","","1,051","1,051","","","","","","","","","",""
"2000 General Election","CHESTER","State Treasurer","StateWide","Republican","","107,852","107,852","","","","","","","","","",""
"2000 General Election","CHESTER","State Treasurer","StateWide","Democratic","","66,098","66,098","","","","","","","","","",""
"2000 General Election","CHESTER","State Treasurer","StateWide","Constitution","","1,319","1,319","","","","","","","","","",""
"2000 General Election","CHESTER","State Treasurer","StateWide","Libertarian","","2,555","2,555","","","","","","","","","",""
"2000 General Election","CHESTER","State Treasurer","StateWide","Green","","3,865","3,865","","","","","","","","","",""
"2000 General Election","CHESTER","State Treasurer","StateWide","Reform","","842","842","","","","","","","","","",""
"2000 General Election","CLARION","Auditor General","StateWide","Republican","","7,597","7,597","","","","","","","","","",""
"2000 General Election","CLARION","Auditor General","StateWide","Democratic","","7,297","7,297","","","","","","","","","",""
"2000 General Election","CLARION","Auditor General","StateWide","Constitution","","105","105","","","","","","","","","",""
"2000 General Election","CLARION","Auditor General","StateWide","Libertarian","","184","184","","","","","","","","","",""
"2000 General Election","CLARION","Auditor General","StateWide","Green","","193","193","","","","","","","","","",""
"2000 General Election","CLARION","Auditor General","StateWide","Reform","","157","157","","","","","","","","","",""
"2000 General Election","CLARION","State Treasurer","StateWide","Republican","","8,929","8,929","","","","","","","","","",""
"2000 General Election","CLARION","State Treasurer","StateWide","Democratic","","6,012","6,012","","","","","","","","","",""
"2000 General Election","CLARION","State Treasurer","StateWide","Constitution","","156","156","","","","","","","","","",""
"2000 General Election","CLARION","State Treasurer","StateWide","Libertarian","","87","87","","","","","","","","","",""
"2000 General Election","CLARION","State Treasurer","StateWide","Green","","232","232","","","","","","","","","",""
"2000 General Election","CLARION","State Treasurer","StateWide","Reform","","130","130","","","","","","","","","",""
"2000 General Election","CLEARFIELD","Auditor General","StateWide","Republican","","13,660","13,660","","","","","","","","","",""
"2000 General Election","CLEARFIELD","Auditor General","StateWide","Democratic","","15,180","15,180","","","","","","","","","",""
"2000 General Election","CLEARFIELD","Auditor General","StateWide","Constitution","","245","245","","","","","","","","","",""
"2000 General Election","CLEARFIELD","Auditor General","StateWide","Libertarian","","325","325","","","","","","","","","",""
"2000 General Election","CLEARFIELD","Auditor General","StateWide","Green","","317","317","","","","","","","","","",""
"2000 General Election","CLEARFIELD","Auditor General","StateWide","Reform","","264","264","","","","","","","","","",""
"2000 General Election","CLEARFIELD","State Treasurer","StateWide","Republican","","15,270","15,270","","","","","","","","","",""
"2000 General Election","CLEARFIELD","State Treasurer","StateWide","Democratic","","13,684","13,684","","","","","","","","","",""
"2000 General Election","CLEARFIELD","State Treasurer","StateWide","Constitution","","263","263","","","","","","","","","",""
"2000 General Election","CLEARFIELD","State Treasurer","StateWide","Libertarian","","138","138","","","","","","","","","",""
"2000 General Election","CLEARFIELD","State Treasurer","StateWide","Green","","418","418","","","","","","","","","",""
"2000 General Election","CLEARFIELD","State Treasurer","StateWide","Reform","","270","270","","","","","","","","","",""
"2000 General Election","CLINTON","Auditor General","StateWide","Republican","","4,674","4,674","","","","","","","","","",""
"2000 General Election","CLINTON","Auditor General","StateWide","Democratic","","6,000","6,000","","","","","","","","","",""
"2000 General Election","CLINTON","Auditor General","StateWide","Constitution","","124","124","","","","","","","","","",""
"2000 General Election","CLINTON","Auditor General","StateWide","Libertarian","","120","120","","","","","","","","","",""
"2000 General Election","CLINTON","Auditor General","StateWide","Green","","157","157","","","","","","","","","",""
"2000 General Election","CLINTON","Auditor General","StateWide","Reform","","74","74","","","","","","","","","",""
"2000 General Election","CLINTON","State Treasurer","StateWide","Republican","","6,028","6,028","","","","","","","","","",""
"2000 General Election","CLINTON","State Treasurer","StateWide","Democratic","","4,917","4,917","","","","","","","","","",""
"2000 General Election","CLINTON","State Treasurer","StateWide","Constitution","","128","128","","","","","","","","","",""
"2000 General Election","CLINTON","State Treasurer","StateWide","Libertarian","","53","53","","","","","","","","","",""
"2000 General Election","CLINTON","State Treasurer","StateWide","Green","","169","169","","","","","","","","","",""
"2000 General Election","CLINTON","State Treasurer","StateWide","Reform","","92","92","","","","","","","","","",""
"2000 General Election","COLUMBIA","Auditor General","StateWide","Republican","","8,980","8,980","","","","","","","","","",""
"2000 General Election","COLUMBIA","Auditor General","StateWide","Democratic","","11,101","11,101","","","","","","","","","",""
"2000 General Election","COLUMBIA","Auditor General","StateWide","Constitution","","138","138","","","","","","","","","",""
"2000 General Election","COLUMBIA","Auditor General","StateWide","Libertarian","","299","299","","","","","","","","","",""
"2000 General Election","COLUMBIA","Auditor General","StateWide","Green","","416","416","","","","","","","","","",""
"2000 General Election","COLUMBIA","Auditor General","StateWide","Reform","","200","200","","","","","","","","","",""
"2000 General Election","COLUMBIA","State Treasurer","StateWide","Republican","","11,832","11,832","","","","","","","","","",""
"2000 General Election","COLUMBIA","State Treasurer","StateWide","Democratic","","8,625","8,625","","","","","","","","","",""
"2000 General Election","COLUMBIA","State Treasurer","StateWide","Constitution","","237","237","","","","","","","","","",""
"2000 General Election","COLUMBIA","State Treasurer","StateWide","Libertarian","","128","128","","","","","","","","","",""
"2000 General Election","COLUMBIA","State Treasurer","StateWide","Green","","405","405","","","","","","","","","",""
"2000 General Election","COLUMBIA","State Treasurer","StateWide","Reform","","152","152","","","","","","","","","",""
"2000 General Election","CRAWFORD","Auditor General","StateWide","Republican","","14,961","14,961","","","","","","","","","",""
"2000 General Election","CRAWFORD","Auditor General","StateWide","Democratic","","15,022","15,022","","","","","","","","","",""
"2000 General Election","CRAWFORD","Auditor General","StateWide","Constitution","","180","180","","","","","","","","","",""
"2000 General Election","CRAWFORD","Auditor General","StateWide","Libertarian","","279","279","","","","","","","","","",""
"2000 General Election","CRAWFORD","Auditor General","StateWide","Green","","433","433","","","","","","","","","",""
"2000 General Election","CRAWFORD","Auditor General","StateWide","Reform","","177","177","","","","","","","","","",""
"2000 General Election","CRAWFORD","State Treasurer","StateWide","Republican","","17,165","17,165","","","","","","","","","",""
"2000 General Election","CRAWFORD","State Treasurer","StateWide","Democratic","","13,491","13,491","","","","","","","","","",""
"2000 General Election","CRAWFORD","State Treasurer","StateWide","Constitution","","247","247","","","","","","","","","",""
"2000 General Election","CRAWFORD","State Treasurer","StateWide","Libertarian","","148","148","","","","","","","","","",""
"2000 General Election","CRAWFORD","State Treasurer","StateWide","Green","","496","496","","","","","","","","","",""
"2000 General Election","CRAWFORD","State Treasurer","StateWide","Reform","","164","164","","","","","","","","","",""
"2000 General Election","CUMBERLAND","Auditor General","StateWide","Republican","","45,099","45,099","","","","","","","","","",""
"2000 General Election","CUMBERLAND","Auditor General","StateWide","Democratic","","38,848","38,848","","","","","","","","","",""
"2000 General Election","CUMBERLAND","Auditor General","StateWide","Constitution","","257","257","","","","","","","","","",""
"2000 General Election","CUMBERLAND","Auditor General","StateWide","Libertarian","","729","729","","","","","","","","","",""
"2000 General Election","CUMBERLAND","Auditor General","StateWide","Green","","1,049","1,049","","","","","","","","","",""
"2000 General Election","CUMBERLAND","Auditor General","StateWide","Reform","","370","370","","","","","","","","","",""
"2000 General Election","CUMBERLAND","State Treasurer","StateWide","Republican","","59,352","59,352","","","","","","","","","",""
"2000 General Election","CUMBERLAND","State Treasurer","StateWide","Democratic","","23,235","23,235","","","","","","","","","",""
"2000 General Election","CUMBERLAND","State Treasurer","StateWide","Constitution","","831","831","","","","","","","","","",""
"2000 General Election","CUMBERLAND","State Treasurer","StateWide","Libertarian","","643","643","","","","","","","","","",""
"2000 General Election","CUMBERLAND","State Treasurer","StateWide","Green","","1,564","1,564","","","","","","","","","",""
"2000 General Election","CUMBERLAND","State Treasurer","StateWide","Reform","","503","503","","","","","","","","","",""
"2000 General Election","DAUPHIN","Auditor General","StateWide","Republican","","45,147","45,147","","","","","","","","","",""
"2000 General Election","DAUPHIN","Auditor General","StateWide","Democratic","","50,660","50,660","","","","","","","","","",""
"2000 General Election","DAUPHIN","Auditor General","StateWide","Constitution","","457","457","","","","","","","","","",""
"2000 General Election","DAUPHIN","Auditor General","StateWide","Libertarian","","695","695","","","","","","","","","",""
"2000 General Election","DAUPHIN","Auditor General","StateWide","Green","","1,002","1,002","","","","","","","","","",""
"2000 General Election","DAUPHIN","Auditor General","StateWide","Reform","","315","315","","","","","","","","","",""
"2000 General Election","DAUPHIN","State Treasurer","StateWide","Republican","","61,072","61,072","","","","","","","","","",""
"2000 General Election","DAUPHIN","State Treasurer","StateWide","Democratic","","33,524","33,524","","","","","","","","","",""
"2000 General Election","DAUPHIN","State Treasurer","StateWide","Constitution","","916","916","","","","","","","","","",""
"2000 General Election","DAUPHIN","State Treasurer","StateWide","Libertarian","","584","584","","","","","","","","","",""
"2000 General Election","DAUPHIN","State Treasurer","StateWide","Green","","1,384","1,384","","","","","","","","","",""
"2000 General Election","DAUPHIN","State Treasurer","StateWide","Reform","","468","468","","","","","","","","","",""
"2000 General Election","DELAWARE","Auditor General","StateWide","Republican","","98,332","98,332","","","","","","","","","",""
"2000 General Election","DELAWARE","Auditor General","StateWide","Democratic","","131,423","131,423","","","","","","","","","",""
"2000 General Election","DELAWARE","Auditor General","StateWide","Constitution","","728","728","","","","","","","","","",""
"2000 General Election","DELAWARE","Auditor General","StateWide","Libertarian","","1,709","1,709","","","","","","","","","",""
"2000 General Election","DELAWARE","Auditor General","StateWide","Green","","3,020","3,020","","","","","","","","","",""
"2000 General Election","DELAWARE","Auditor General","StateWide","Reform","","588","588","","","","","","","","","",""
"2000 General Election","DELAWARE","State Treasurer","StateWide","Republican","","118,969","118,969","","","","","","","","","",""
"2000 General Election","DELAWARE","State Treasurer","StateWide","Democratic","","108,118","108,118","","","","","","","","","",""
"2000 General Election","DELAWARE","State Treasurer","StateWide","Constitution","","1,469","1,469","","","","","","","","","",""
"2000 General Election","DELAWARE","State Treasurer","StateWide","Libertarian","","1,549","1,549","","","","","","","","","",""
"2000 General Election","DELAWARE","State Treasurer","StateWide","Green","","3,337","3,337","","","","","","","","","",""
"2000 General Election","DELAWARE","State Treasurer","StateWide","Reform","","676","676","","","","","","","","","",""
"2000 General Election","ELK","Auditor General","StateWide","Republican","","5,002","5,002","","","","","","","","","",""
"2000 General Election","ELK","Auditor General","StateWide","Democratic","","7,658","7,658","","","","","","","","","",""
"2000 General Election","ELK","Auditor General","StateWide","Constitution","","79","79","","","","","","","","","",""
"2000 General Election","ELK","Auditor General","StateWide","Libertarian","","151","151","","","","","","","","","",""
"2000 General Election","ELK","Auditor General","StateWide","Green","","154","154","","","","","","","","","",""
"2000 General Election","ELK","Auditor General","StateWide","Reform","","155","155","","","","","","","","","",""
