"Election Name","County Name","Office Name","District Name","Party Name","Candidate Name","Votes","Yes Votes","No Votes","Election Day Votes","ElectionDay Yes Votes","Election Day No Votes","Mail Votes","Mail Yes Votes","Mail No Votes","Provisional Votes","Provisional Yes Votes","Provisional No Votes"
"2018 General Election","BRADFORD","United States Senator","Statewide","Republican","LOU BARLETTA","13,032","0","0","","","","","","","","",""
"2018 General Election","BRADFORD","United States Senator","Statewide","Green","NEAL GALE","143","0","0","","","","","","","","",""
"2018 General Election","BRADFORD","United States Senator","Statewide","Libertarian","DALE R KERNS JR","227","0","0","","","","","","","","",""
"2018 General Election","BRADFORD","Governor","Statewide","Democratic","TOM WOLF","6,852","0","0","","","","","","","","",""
"2018 General Election","BRADFORD","Governor","Statewide","Republican","SCOTT R WAGNER","13,068","0","0","","","","","","","","",""
"2018 General Election","BRADFORD","Governor","Statewide","Green","PAUL GLOVER","181","0","0","","","","","","","","",""
"2018 General Election","BRADFORD","Governor","Statewide","Libertarian","KEN V KRAWCHUK","319","0","0","","","","","","","","",""
"2018 General Election","BUCKS","United States Senator","Statewide","Democratic","BOB CASEY JR","165,408","0","0","","","","","","","","",""
"2018 General Election","BUCKS","United States Senator","Statewide","Republican","LOU BARLETTA","124,133","0","0","","","","","","","","",""
"2018 General Election","BUCKS","United States Senator","Statewide","Green","NEAL GALE","1,903","0","0","","","","","","","","",""
"2018 General Election","BUCKS","United States Senator","Statewide","Libertarian","DALE R KERNS JR","2,873","0","0","","","","","","","","",""
"2018 General Election","BUCKS","Governor","Statewide","Democratic","TOM WOLF","172,302","0","0","","","","","","","","",""
"2018 General Election","BUCKS","Governor","Statewide","Republican","SCOTT R WAGNER","117,912","0","0","","","","","","","","",""
"2018 General Election","BUCKS","Governor","Statewide","Green","PAUL GLOVER","1,513","0","0","","","","","","","","",""
"2018 General Election","BUCKS","Governor","Statewide","Libertarian","KEN V KRAWCHUK","2,602","0","0","","","","","","","","",""
"2018 General Election","BUTLER","United States Senator","Statewide","Democratic","BOB CASEY JR","31,010","0","0","","","","","","","","",""
"2018 General Election","BUTLER","United States Senator","Statewide","Republican","LOU BARLETTA","46,875","0","0","","","","","","","","",""
"2018 General Election","BUTLER","United States Senator","Statewide","Green","NEAL GALE","488","0","0","","","","","","","","",""
"2018 General Election","BUTLER","United States Senator","Statewide","Libertarian","DALE R KERNS JR","1,122","0","0","","","","","","","","",""
"2018 General Election","BUTLER","Governor","Statewide","Democratic","TOM WOLF","32,891","0","0","","","","","","","","",""
"2018 General Election","BUTLER","Governor","Statewide","Republican","SCOTT R WAGNER","45,242","0","0","","","","","","","","",""
"2018 General Election","BUTLER","Governor","Statewide","Green","PAUL GLOVER","490","0","0","","","","","","","","",""
"2018 General Election","BUTLER","Governor","Statewide","Libertarian","KEN V KRAWCHUK","1,088","0","0","","","","","","","","",""
"2018 General Election","CAMBRIA","United States Senator","Statewide","Democratic","BOB CASEY JR","21,590","0","0","","","","","","","","",""
"2018 General Election","CAMBRIA","United States Senator","Statewide","Republican","LOU BARLETTA","27,367","0","0","","","","","","","","",""
"2018 General Election","CAMBRIA","United States Senator","Statewide","Green","NEAL GALE","247","0","0","","","","","","","","",""
"2018 General Election","CAMBRIA","United States Senator","Statewide","Libertarian","DALE R KERNS JR","403","0","0","","","","","","","","",""
"2018 General Election","CAMBRIA","Governor","Statewide","Democratic","TOM WOLF","21,639","0","0","","","","","","","","",""
"2018 General Election","CAMBRIA","Governor","Statewide","Republican","SCOTT R WAGNER","27,530","0","0","","","","","","","","",""
"2018 General Election","CAMBRIA","Governor","Statewide","Green","PAUL GLOVER","312","0","0","","","","","","","","",""
"2018 General Election","CAMBRIA","Governor","Statewide","Libertarian","KEN V KRAWCHUK","413","0","0","","","","","","","","",""
"2018 General Election","CAMERON","United States Senator","Statewide","Democratic","BOB CASEY JR","653","0","0","","","","","","","","",""
"2018 General Election","CAMERON","United States Senator","Statewide","Republican","LOU BARLETTA","1,080","0","0","","","","","","","","",""
"2018 General Election","CAMERON","United States Senator","Statewide","Green","NEAL GALE","10","0","0","","","","","","","","",""
"2018 General Election","CAMERON","United States Senator","Statewide","Libertarian","DALE R KERNS JR","22","0","0","","","","","","","","",""
"2018 General Election","CAMERON","Governor","Statewide","Democratic","TOM WOLF","619","0","0","","","","","","","","",""
"2018 General Election","CAMERON","Governor","Statewide","Republican","SCOTT R WAGNER","1,127","0","0","","","","","","","","",""
"2018 General Election","CAMERON","Governor","Statewide","Green","PAUL GLOVER","10","0","0","","","","","","","","",""
"2018 General Election","CAMERON","Governor","Statewide","Libertarian","KEN V KRAWCHUK","17","0","0","","","","","","","","",""
"2018 General Election","CARBON","United States Senator","Statewide","Democratic","BOB CASEY JR","8,739","0","0","","","","","","","","",""
"2018 General Election","CARBON","United States Senator","Statewide","Republican","LOU BARLETTA","13,519","0","0","","","","","","","","",""
"2018 General Election","CARBON","United States Senator","Statewide","Green","NEAL GALE","119","0","0","","","","","","","","",""
"2018 General Election","CARBON","United States Senator","Statewide","Libertarian","DALE R KERNS JR","197","0","0","","","","","","","","",""
"2018 General Election","CARBON","Governor","Statewide","Democratic","TOM WOLF","9,659","0","0","","","","","","","","",""
"2018 General Election","CARBON","Governor","Statewide","Republican","SCOTT R WAGNER","12,476","0","0","","","","","","","","",""
"2018 General Election","CARBON","Governor","Statewide","Green","PAUL GLOVER","140","0","0","","","","","","","","",""
"2018 General Election","CARBON","Governor","Statewide","Libertarian","KEN V KRAWCHUK","267","0","0","","","","","","","","",""
"2018 General Election","CENTRE","United States Senator","Statewide","Democratic","BOB CASEY JR","34,778","0","0","","","","","","","","",""
"2018 General Election","CENTRE","United States Senator","Statewide","Republican","LOU BARLETTA","24,332","0","0","","","","","","","","",""
"2018 General Election","CENTRE","United States Senator","Statewide","Green","NEAL GALE","632","0","0","","","","","","","","",""
"2018 General Election","CENTRE","United States Senator","Statewide","Libertarian","DALE R KERNS JR","922","0","0","","","","","","","","",""
"2018 General Election","CENTRE","Governor","Statewide","Democratic","TOM WOLF","34,961","0","0","","","","","","","","",""
"2018 General Election","CENTRE","Governor","Statewide","Republican","SCOTT R WAGNER","24,353","0","0","","","","","","","","",""
"2018 General Election","CENTRE","Governor","Statewide","Green","PAUL GLOVER","515","0","0","","","","","","","","",""
"2018 General Election","CENTRE","Governor","Statewide","Libertarian","KEN V KRAWCHUK","849","0","0","","","","","","","","",""
"2018 General Election","CHESTER","United States Senator","Statewide","Democratic","BOB CASEY JR","140,138","0","0","","","","","","","","",""
"2018 General Election","CHESTER","United States Senator","Statewide","Republican","LOU BARLETTA","92,380","0","0","","","","","","","","",""
"2018 General Election","CHESTER","United States Senator","Statewide","Green","NEAL GALE","1,587","0","0","","","","","","","","",""
"2018 General Election","CHESTER","United States Senator","Statewide","Libertarian","DALE R KERNS JR","2,613","0","0","","","","","","","","",""
"2018 General Election","CHESTER","Governor","Statewide","Democratic","TOM WOLF","145,212","0","0","","","","","","","","",""
"2018 General Election","CHESTER","Governor","Statewide","Republican","SCOTT R WAGNER","87,873","0","0","","","","","","","","",""
"2018 General Election","CHESTER","Governor","Statewide","Green","PAUL GLOVER","1,242","0","0","","","","","","","","",""
"2018 General Election","CHESTER","Governor","Statewide","Libertarian","KEN V KRAWCHUK","2,448","0","0","","","","","","","","",""
"2018 General Election","CLARION","United States Senator","Statewide","Democratic","BOB CASEY JR","4,924","0","0","","","","","","","","",""
"2018 General Election","CLARION","United States Senator","Statewide","Republican","LOU BARLETTA","8,838","0","0","","","","","","","","",""
"2018 General Election","CLARION","United States Senator","Statewide","Green","NEAL GALE","87","0","0","","","","","","","","",""
"2018 General Election","CLARION","United States Senator","Statewide","Libertarian","DALE R KERNS JR","182","0","0","","","","","","","","",""
"2018 General Election","CLARION","Governor","Statewide","Democratic","TOM WOLF","5,191","0","0","","","","","","","","",""
"2018 General Election","CLARION","Governor","Statewide","Republican","SCOTT R WAGNER","8,594","0","0","","","","","","","","",""
"2018 General Election","CLARION","Governor","Statewide","Green","PAUL GLOVER","114","0","0","","","","","","","","",""
"2018 General Election","CLARION","Governor","Statewide","Libertarian","KEN V KRAWCHUK","195","0","0","","","","","","","","",""
"2018 General Election","CLEARFIELD","United States Senator","Statewide","Democratic","BOB CASEY JR","9,540","0","0","","","","","","","","",""
"2018 General Election","CLEARFIELD","United States Senator","Statewide","Republican","LOU BARLETTA","16,852","0","0","","","","","","","","",""
"2018 General Election","CLEARFIELD","United States Senator","Statewide","Green","NEAL GALE","145","0","0","","","","","","","","",""
"2018 General Election","CLEARFIELD","United States Senator","Statewide","Libertarian","DALE R KERNS JR","266","0","0","","","","","","","","",""
"2018 General Election","CLEARFIELD","Governor","Statewide","Democratic","TOM WOLF","9,235","0","0","","","","","","","","",""
"2018 General Election","CLEARFIELD","Governor","Statewide","Republican","SCOTT R WAGNER","17,241","0","0","","","","","","","","",""
"2018 General Election","CLEARFIELD","Governor","Statewide","Green","PAUL GLOVER","165","0","0","","","","","","","","",""
"2018 General Election","CLEARFIELD","Governor","Statewide","Libertarian","KEN V KRAWCHUK","251","0","0","","","","","","","","",""
"2018 General Election","CLINTON","United States Senator","Statewide","Democratic","BOB CASEY JR","5,289","0","0","","","","","","","","",""
"2018 General Election","CLINTON","United States Senator","Statewide","Republican","LOU BARLETTA","6,869","0","0","","","","","","","","",""
"2018 General Election","CLINTON","United States Senator","Statewide","Green","NEAL GALE","82","0","0","","","","","","","","",""
"2018 General Election","CLINTON","United States Senator","Statewide","Libertarian","DALE R KERNS JR","138","0","0","","","","","","","","",""
"2018 General Election","CLINTON","Governor","Statewide","Democratic","TOM WOLF","5,517","0","0","","","","","","","","",""
"2018 General Election","CLINTON","Governor","Statewide","Republican","SCOTT R WAGNER","6,727","0","0","","","","","","","","",""
"2018 General Election","CLINTON","Governor","Statewide","Green","PAUL GLOVER","67","0","0","","","","","","","","",""
"2018 General Election","CLINTON","Governor","Statewide","Libertarian","KEN V KRAWCHUK","165","0","0","","","","","","","","",""
"2018 General Election","COLUMBIA","United States Senator","Statewide","Democratic","BOB CASEY JR","8,837","0","0","","","","","","","","",""
"2018 General Election","COLUMBIA","United States Senator","Statewide","Republican","LOU BARLETTA","13,437","0","0","","","","","","","","",""
"2018 General Election","COLUMBIA","United States Senator","Statewide","Green","NEAL GALE","140","0","0","","","","","","","","",""
"2018 General Election","COLUMBIA","United States Senator","Statewide","Libertarian","DALE R KERNS JR","224","0","0","","","","","","","","",""
"2018 General Election","COLUMBIA","Governor","Statewide","Democratic","TOM WOLF","9,822","0","0","","","","","","","","",""
"2018 General Election","COLUMBIA","Governor","Statewide","Republican","SCOTT R WAGNER","12,424","0","0","","","","","","","","",""
"2018 General Election","COLUMBIA","Governor","Statewide","Green","PAUL GLOVER","148","0","0","","","","","","","","",""
"2018 General Election","COLUMBIA","Governor","Statewide","Libertarian","KEN V KRAWCHUK","244","0","0","","","","","","","","",""
"2018 General Election","CRAWFORD","United States Senator","Statewide","Democratic","BOB CASEY JR","11,720","0","0","","","","","","","","",""
"2018 General Election","CRAWFORD","United States Senator","Statewide","Republican","LOU BARLETTA","17,813","0","0","","","","","","","","",""
"2018 General Election","CRAWFORD","United States Senator","Statewide","Green","NEAL GALE","192","0","0","","","","","","","","",""
"2018 General Election","CRAWFORD","United States Senator","Statewide","Libertarian","DALE R KERNS JR","310","0","0","","","","","","","","",""
"2018 General Election","CRAWFORD","Governor","Statewide","Democratic","TOM WOLF","12,137","0","0","","","","","","","","",""
"2018 General Election","CRAWFORD","Governor","Statewide","Republican","SCOTT R WAGNER","17,859","0","0","","","","","","","","",""
"2018 General Election","CRAWFORD","Governor","Statewide","Green","PAUL GLOVER","206","0","0","","","","","","","","",""
"2018 General Election","CRAWFORD","Governor","Statewide","Libertarian","KEN V KRAWCHUK","342","0","0","","","","","","","","",""
"2018 General Election","CUMBERLAND","United States Senator","Statewide","Democratic","BOB CASEY JR","47,738","0","0","","","","","","","","",""
"2018 General Election","CUMBERLAND","United States Senator","Statewide","Republican","LOU BARLETTA","54,525","0","0","","","","","","","","",""
"2018 General Election","CUMBERLAND","United States Senator","Statewide","Green","NEAL GALE","738","0","0","","","","","","","","",""
"2018 General Election","CUMBERLAND","United States Senator","Statewide","Libertarian","DALE R KERNS JR","1,399","0","0","","","","","","","","",""
"2018 General Election","CUMBERLAND","Governor","Statewide","Democratic","TOM WOLF","52,807","0","0","","","","","","","","",""
"2018 General Election","CUMBERLAND","Governor","Statewide","Republican","SCOTT R WAGNER","49,496","0","0","","","","","","","","",""
"2018 General Election","CUMBERLAND","Governor","Statewide","Green","PAUL GLOVER","671","0","0","","","","","","","","",""
"2018 General Election","CUMBERLAND","Governor","Statewide","Libertarian","KEN V KRAWCHUK","1,504","0","0","","","","","","","","",""
"2018 General Election","DAUPHIN","United States Senator","Statewide","Democratic","BOB CASEY JR","59,533","0","0","","","","","","","","",""
"2018 General Election","DAUPHIN","United States Senator","Statewide","Republican","LOU BARLETTA","47,152","0","0","","","","","","","","",""
"2018 General Election","DAUPHIN","United States Senator","Statewide","Green","NEAL GALE","783","0","0","","","","","","","","",""
"2018 General Election","DAUPHIN","United States Senator","Statewide","Libertarian","DALE R KERNS JR","1,240","0","0","","","","","","","","",""
"2018 General Election","DAUPHIN","Governor","Statewide","Democratic","TOM WOLF","64,045","0","0","","","","","","","","",""
"2018 General Election","DAUPHIN","Governor","Statewide","Republican","SCOTT R WAGNER","42,436","0","0","","","","","","","","",""
"2018 General Election","DAUPHIN","Governor","Statewide","Green","PAUL GLOVER","706","0","0","","","","","","","","",""
"2018 General Election","DAUPHIN","Governor","Statewide","Libertarian","KEN V KRAWCHUK","1,362","0","0","","","","","","","","",""
"2018 General Election","DELAWARE","United States Senator","Statewide","Democratic","BOB CASEY JR","163,216","0","0","","","","","","","","",""
"2018 General Election","DELAWARE","United States Senator","Statewide","Republican","LOU BARLETTA","84,423","0","0","","","","","","","","",""
"2018 General Election","DELAWARE","United States Senator","Statewide","Green","NEAL GALE","1,313","0","0","","","","","","","","",""
"2018 General Election","DELAWARE","United States Senator","Statewide","Libertarian","DALE R KERNS JR","2,050","0","0","","","","","","","","",""
"2018 General Election","DELAWARE","Governor","Statewide","Democratic","TOM WOLF","167,211","0","0","","","","","","","","",""
"2018 General Election","DELAWARE","Governor","Statewide","Republican","SCOTT R WAGNER","80,576","0","0","","","","","","","","",""
"2018 General Election","DELAWARE","Governor","Statewide","Green","PAUL GLOVER","1,076","0","0","","","","","","","","",""
"2018 General Election","DELAWARE","Governor","Statewide","Libertarian","KEN V KRAWCHUK","1,780","0","0","","","","","","","","",""
"2018 General Election","ELK","United States Senator","Statewide","Democratic","BOB CASEY JR","4,498","0","0","","","","","","","","",""
"2018 General Election","ELK","United States Senator","Statewide","Republican","LOU BARLETTA","6,610","0","0","","","","","","","","",""
"2018 General Election","ELK","United States Senator","Statewide","Green","NEAL GALE","63","0","0","","","","","","","","",""
"2018 General Election","ELK","United States Senator","Statewide","Libertarian","DALE R KERNS JR","111","0","0","","","","","","","","",""
"2018 General Election","ELK","Governor","Statewide","Democratic","TOM WOLF","4,206","0","0","","","","","","","","",""
"2018 General Election","ELK","Governor","Statewide","Republican","SCOTT R WAGNER","6,918","0","0","","","","","","","","",""
"2018 General Election","ELK","Governor","Statewide","Green","PAUL GLOVER","76","0","0","","","","","","","","",""
"2018 General Election","ELK","Governor","Statewide","Libertarian","KEN V KRAWCHUK","101","0","0","","","","","","","","",""
"2018 General Election","ERIE","United States Senator","Statewide","Democratic","BOB CASEY JR","58,906","0","0","","","","","","","","",""
"2018 General Election","ERIE","United States Senator","Statewide","Republican","LOU BARLETTA","40,348","0","0","","","","","","","","",""
"2018 General Election","ERIE","United States Senator","Statewide","Green","NEAL GALE","611","0","0","","","","","","","","",""
"2018 General Election","ERIE","United States Senator","Statewide","Libertarian","DALE R KERNS JR","1,024","0","0","","","","","","","","",""
"2018 General Election","ERIE","Governor","Statewide","Democratic","TOM WOLF","60,790","0","0","","","","","","","","",""
"2018 General Election","ERIE","Governor","Statewide","Republican","SCOTT R WAGNER","39,387","0","0","","","","","","","","",""
"2018 General Election","ERIE","Governor","Statewide","Green","PAUL GLOVER","605","0","0","","","","","","","","",""
"2018 General Election","ERIE","Governor","Statewide","Libertarian","KEN V KRAWCHUK","929","0","0","","","","","","","","",""
"2018 General Election","FAYETTE","United States Senator","Statewide","Democratic","BOB CASEY JR","19,563","0","0","","","","","","","","",""
"2018 General Election","FAYETTE","United States Senator","Statewide","Republican","LOU BARLETTA","20,514","0","0","","","","","","","","",""
"2018 General Election","FAYETTE","United States Senator","Statewide","Green","NEAL GALE","201","0","0","","","","","","","","",""
"2018 General Election","FAYETTE","United States Senator","Statewide","Libertarian","DALE R KERNS JR","427","0","0","","","","","","","","",""
"2018 General Election","FAYETTE","Governor","Statewide","Democratic","TOM WOLF","19,791","0","0","","","","","","","","",""
"2018 General Election","FAYETTE","Governor","Statewide","Republican","SCOTT R WAGNER","20,471","0","0","","","","","","","","",""
"2018 General Election","FAYETTE","Governor","Statewide","Green","PAUL GLOVER","263","0","0","","","","","","","","",""
"2018 General Election","FAYETTE","Governor","Statewide","Libertarian","KEN V KRAWCHUK","384","0","0","","","","","","","","",""
"2018 General Election","FOREST","United States Senator","Statewide","Democratic","BOB CASEY JR","693","0","0","","","","","","","","",""
"2018 General Election","FOREST","United States Senator","Statewide","Republican","LOU BARLETTA","1,201","0","0","","","","","","","","",""
"2018 General Election","FOREST","United States Senator","Statewide","Green","NEAL GALE","14","0","0","","","","","","","","",""
"2018 General Election","FOREST","United States Senator","Statewide","Libertarian","DALE R KERNS JR","24","0","0","","","","","","","","",""
"2018 General Election","FOREST","Governor","Statewide","Democratic","TOM WOLF","746","0","0","","","","","","","","",""
"2018 General Election","FOREST","Governor","Statewide","Republican","SCOTT R WAGNER","1,159","0","0","","","","","","","","",""
"2018 General Election","FOREST","Governor","Statewide","Green","PAUL GLOVER","14","0","0","","","","","","","","",""
"2018 General Election","FOREST","Governor","Statewide","Libertarian","KEN V KRAWCHUK","19","0","0","","","","","","","","",""
"2018 General Election","FRANKLIN","United States Senator","Statewide","Democratic","BOB CASEY JR","17,385","0","0","","","","","","","","",""
"2018 General Election","FRANKLIN","United States Senator","Statewide","Republican","LOU BARLETTA","36,735","0","0","","","","","","","","",""
"2018 General Election","FRANKLIN","United States Senator","Statewide","Green","NEAL GALE","335","0","0","","","","","","","","",""
"2018 General Election","FRANKLIN","United States Senator","Statewide","Libertarian","DALE R KERNS JR","572","0","0","","","","","","","","",""
"2018 General Election","FRANKLIN","Governor","Statewide","Democratic","TOM WOLF","18,447","0","0","","","","","","","","",""
"2018 General Election","FRANKLIN","Governor","Statewide","Republican","SCOTT R WAGNER","35,634","0","0","","","","","","","","",""
"2018 General Election","FRANKLIN","Governor","Statewide","Green","PAUL GLOVER","316","0","0","","","","","","","","",""
"2018 General Election","FRANKLIN","Governor","Statewide","Libertarian","KEN V KRAWCHUK","525","0","0","","","","","","","","",""
"2018 General Election","FULTON","United States Senator","Statewide","Democratic","BOB CASEY JR","1,061","0","0","","","","","","","","",""
"2018 General Election","FULTON","United States Senator","Statewide","Republican","LOU BARLETTA","4,173","0","0","","","","","","","","",""
"2018 General Election","FULTON","United States Senator","Statewide","Green","NEAL GALE","27","0","0","","","","","","","","",""
"2018 General Election","FULTON","United States Senator","Statewide","Libertarian","DALE R KERNS JR","43","0","0","","","","","","","","",""
"2018 General Election","FULTON","Governor","Statewide","Democratic","TOM WOLF","1,037","0","0","","","","","","","","",""
"2018 General Election","FULTON","Governor","Statewide","Republican","SCOTT R WAGNER","4,202","0","0","","","","","","","","",""
"2018 General Election","FULTON","Governor","Statewide","Green","PAUL GLOVER","18","0","0","","","","","","","","",""
"2018 General Election","FULTON","Governor","Statewide","Libertarian","KEN V KRAWCHUK","39","0","0","","","","","","","","",""
"2018 General Election","GREENE","United States Senator","Statewide","Democratic","BOB CASEY JR","5,819","0","0","","","","","","","","",""
"2018 General Election","GREENE","United States Senator","Statewide","Republican","LOU BARLETTA","6,422","0","0","","","","","","","","",""
"2018 General Election","GREENE","United States Senator","Statewide","Green","NEAL GALE","72","0","0","","","","","","","","",""
"2018 General Election","GREENE","United States Senator","Statewide","Libertarian","DALE R KERNS JR","115","0","0","","","","","","","","",""
"2018 General Election","GREENE","Governor","Statewide","Democratic","TOM WOLF","5,844","0","0","","","","","","","","",""
"2018 General Election","GREENE","Governor","Statewide","Republican","SCOTT R WAGNER","6,381","0","0","","","","","","","","",""
"2018 General Election","GREENE","Governor","Statewide","Green","PAUL GLOVER","108","0","0","","","","","","","","",""
"2018 General Election","GREENE","Governor","Statewide","Libertarian","KEN V KRAWCHUK","115","0","0","","","","","","","","",""
"2018 General Election","HUNTINGDON","United States Senator","Statewide","Democratic","BOB CASEY JR","5,126","0","0","","","","","","","","",""
"2018 General Election","HUNTINGDON","United States Senator","Statewide","Republican","LOU BARLETTA","10,491","0","0","","","","","","","","",""
"2018 General Election","HUNTINGDON","United States Senator","Statewide","Green","NEAL GALE","108","0","0","","","","","","","","",""
