"Election Name","County Name","Office Name","District Name","Party Name","Candidate Name","Votes","Yes Votes","No Votes","Election Day Votes","ElectionDay Yes Votes","Election Day No Votes","Mail Votes","Mail Yes Votes","Mail No Votes","Provisional Votes","Provisional Yes Votes","Provisional No Votes"
"2022 General Election","BEDFORD","United States Senator","Statewide","Democratic","JOHN FETTERMAN","3,796","0","0","2,281","0","0","1,500","0","0","15","0","0"
"2022 General Election","BEDFORD","United States Senator","Statewide","Republican","MEHMET OZ","17,954","0","0","16,702","0","0","1,232","0","0","20","0","0"
"2022 General Election","BEDFORD","United States Senator","Statewide","Libertarian","ERIK GERHARDT","261","0","0","222","0","0","38","0","0","1","0","0"
"2022 General Election","BEDFORD","United States Senator","Statewide","Green Party","RICHARD L WEISS","101","0","0","77","0","0","24","0","0","0","0","0"
"2022 General Election","BEDFORD","United States Senator","Statewide","Keystone","DANIEL WASSMER","129","0","0","97","0","0","31","0","0","1","0","0"
"2022 General Election","BEDFORD","Governor","Statewide","Democratic","JOSH SHAPIRO","4,721","0","0","3,021","0","0","1,684","0","0","16","0","0"
"2022 General Election","BEDFORD","Governor","Statewide","Republican","DOUGLAS V MASTRIANO","17,198","0","0","16,066","0","0","1,113","0","0","19","0","0"
"2022 General Election","BEDFORD","Governor","Statewide","Libertarian","MATT HACKENBURG","167","0","0","134","0","0","32","0","0","1","0","0"
"2022 General Election","BEDFORD","Governor","Statewide","Green Party","CHRISTINA DIGIULIO","56","0","0","48","0","0","7","0","0","1","0","0"
"2022 General Election","BEDFORD","Governor","Statewide","Keystone","JOE SOLOSKI","78","0","0","61","0","0","17","0","0","0","0","0"
"2022 General Election","BERKS","United States Senator","Statewide","Democratic","JOHN FETTERMAN","71,349","0","0","48,891","0","0","21,596","0","0","862","0","0"
"2022 General Election","BERKS","United States Senator","Statewide","Republican","MEHMET OZ","78,019","0","0","71,952","0","0","5,725","0","0","342","0","0"
"2022 General Election","BERKS","United States Senator","Statewide","Libertarian","ERIK GERHARDT","3,315","0","0","2,708","0","0","580","0","0","27","0","0"
"2022 General Election","BERKS","United States Senator","Statewide","Green Party","RICHARD L WEISS","1,149","0","0","853","0","0","289","0","0","7","0","0"
"2022 General Election","BERKS","United States Senator","Statewide","Keystone","DANIEL WASSMER","992","0","0","778","0","0","208","0","0","6","0","0"
"2022 General Election","BERKS","Governor","Statewide","Democratic","JOSH SHAPIRO","78,757","0","0","54,658","0","0","23,228","0","0","871","0","0"
"2022 General Election","BERKS","Governor","Statewide","Republican","DOUGLAS V MASTRIANO","72,185","0","0","67,211","0","0","4,659","0","0","315","0","0"
"2022 General Election","BERKS","Governor","Statewide","Libertarian","MATT HACKENBURG","1,936","0","0","1,705","0","0","218","0","0","13","0","0"
"2022 General Election","BERKS","Governor","Statewide","Green Party","CHRISTINA DIGIULIO","1,096","0","0","899","0","0","186","0","0","11","0","0"
"2022 General Election","BERKS","Governor","Statewide","Keystone","JOE SOLOSKI","844","0","0","680","0","0","151","0","0","13","0","0"
"2022 General Election","BLAIR","United States Senator","Statewide","Democratic","JOHN FETTERMAN","14,763","0","0","9,251","0","0","5,430","0","0","82","0","0"
"2022 General Election","BLAIR","United States Senator","Statewide","Republican","MEHMET OZ","34,214","0","0","31,007","0","0","3,140","0","0","67","0","0"
"2022 General Election","BLAIR","United States Senator","Statewide","Libertarian","ERIK GERHARDT","627","0","0","508","0","0","115","0","0","4","0","0"
"2022 General Election","BLAIR","United States Senator","Statewide","Green Party","RICHARD L WEISS","295","0","0","213","0","0","81","0","0","1","0","0"
"2022 General Election","BLAIR","United States Senator","Statewide","Keystone","DANIEL WASSMER","321","0","0","251","0","0","70","0","0","0","0","0"
"2022 General Election","BLAIR","Governor","Statewide","Democratic","JOSH SHAPIRO","17,716","0","0","11,616","0","0","6,004","0","0","96","0","0"
"2022 General Election","BLAIR","Governor","Statewide","Republican","DOUGLAS V MASTRIANO","31,823","0","0","29,041","0","0","2,726","0","0","56","0","0"
"2022 General Election","BLAIR","Governor","Statewide","Libertarian","MATT HACKENBURG","412","0","0","341","0","0","70","0","0","1","0","0"
"2022 General Election","BLAIR","Governor","Statewide","Green Party","CHRISTINA DIGIULIO","199","0","0","154","0","0","44","0","0","1","0","0"
"2022 General Election","BLAIR","Governor","Statewide","Keystone","JOE SOLOSKI","184","0","0","151","0","0","32","0","0","1","0","0"
"2022 General Election","BRADFORD","United States Senator","Statewide","Democratic","JOHN FETTERMAN","6,632","0","0","4,430","0","0","2,163","0","0","39","0","0"
"2022 General Election","BRADFORD","United States Senator","Statewide","Republican","MEHMET OZ","16,033","0","0","14,808","0","0","1,167","0","0","58","0","0"
"2022 General Election","BRADFORD","United States Senator","Statewide","Libertarian","ERIK GERHARDT","450","0","0","372","0","0","76","0","0","2","0","0"
"2022 General Election","BRADFORD","United States Senator","Statewide","Green Party","RICHARD L WEISS","162","0","0","127","0","0","35","0","0","0","0","0"
"2022 General Election","BRADFORD","United States Senator","Statewide","Keystone","DANIEL WASSMER","204","0","0","153","0","0","51","0","0","0","0","0"
"2022 General Election","BRADFORD","Governor","Statewide","Democratic","JOSH SHAPIRO","7,389","0","0","5,029","0","0","2,327","0","0","33","0","0"
"2022 General Election","BRADFORD","Governor","Statewide","Republican","DOUGLAS V MASTRIANO","15,529","0","0","14,385","0","0","1,082","0","0","62","0","0"
"2022 General Election","BRADFORD","Governor","Statewide","Libertarian","MATT HACKENBURG","279","0","0","243","0","0","35","0","0","1","0","0"
"2022 General Election","BRADFORD","Governor","Statewide","Green Party","CHRISTINA DIGIULIO","164","0","0","138","0","0","24","0","0","2","0","0"
"2022 General Election","BRADFORD","Governor","Statewide","Keystone","JOE SOLOSKI","118","0","0","91","0","0","27","0","0","0","0","0"
"2022 General Election","BUCKS","United States Senator","Statewide","Democratic","JOHN FETTERMAN","164,536","0","0","95,176","0","0","67,707","0","0","1,653","0","0"
"2022 General Election","BUCKS","United States Senator","Statewide","Republican","MEHMET OZ","141,340","0","0","123,710","0","0","16,693","0","0","937","0","0"
"2022 General Election","BUCKS","United States Senator","Statewide","Libertarian","ERIK GERHARDT","4,633","0","0","3,492","0","0","1,100","0","0","41","0","0"
"2022 General Election","BUCKS","United States Senator","Statewide","Green Party","RICHARD L WEISS","2,145","0","0","1,388","0","0","739","0","0","18","0","0"
"2022 General Election","BUCKS","United States Senator","Statewide","Keystone","DANIEL WASSMER","1,657","0","0","1,147","0","0","497","0","0","13","0","0"
"2022 General Election","BUCKS","Governor","Statewide","Democratic","JOSH SHAPIRO","185,339","0","0","110,935","0","0","72,618","0","0","1,786","0","0"
"2022 General Election","BUCKS","Governor","Statewide","Republican","DOUGLAS V MASTRIANO","122,982","0","0","109,290","0","0","12,903","0","0","789","0","0"
"2022 General Election","BUCKS","Governor","Statewide","Libertarian","MATT HACKENBURG","2,935","0","0","2,338","0","0","566","0","0","31","0","0"
"2022 General Election","BUCKS","Governor","Statewide","Green Party","CHRISTINA DIGIULIO","1,694","0","0","1,230","0","0","439","0","0","25","0","0"
"2022 General Election","BUCKS","Governor","Statewide","Keystone","JOE SOLOSKI","1,091","0","0","811","0","0","269","0","0","11","0","0"
"2022 General Election","BUTLER","United States Senator","Statewide","Democratic","JOHN FETTERMAN","33,921","0","0","21,361","0","0","12,390","0","0","170","0","0"
"2022 General Election","BUTLER","United States Senator","Statewide","Republican","MEHMET OZ","57,168","0","0","51,869","0","0","5,176","0","0","123","0","0"
"2022 General Election","BUTLER","United States Senator","Statewide","Libertarian","ERIK GERHARDT","1,346","0","0","1,107","0","0","235","0","0","4","0","0"
"2022 General Election","BUTLER","United States Senator","Statewide","Green Party","RICHARD L WEISS","414","0","0","308","0","0","104","0","0","2","0","0"
"2022 General Election","BUTLER","United States Senator","Statewide","Keystone","DANIEL WASSMER","486","0","0","386","0","0","98","0","0","2","0","0"
"2022 General Election","BUTLER","Governor","Statewide","Democratic","JOSH SHAPIRO","40,065","0","0","26,273","0","0","13,606","0","0","186","0","0"
"2022 General Election","BUTLER","Governor","Statewide","Republican","DOUGLAS V MASTRIANO","51,546","0","0","47,283","0","0","4,156","0","0","107","0","0"
"2022 General Election","BUTLER","Governor","Statewide","Libertarian","MATT HACKENBURG","1,101","0","0","944","0","0","152","0","0","5","0","0"
"2022 General Election","BUTLER","Governor","Statewide","Green Party","CHRISTINA DIGIULIO","367","0","0","296","0","0","68","0","0","3","0","0"
"2022 General Election","BUTLER","Governor","Statewide","Keystone","JOE SOLOSKI","382","0","0","302","0","0","78","0","0","2","0","0"
"2022 General Election","CAMBRIA","United States Senator","Statewide","Democratic","JOHN FETTERMAN","18,849","0","0","12,367","0","0","6,401","0","0","81","0","0"
"2022 General Election","CAMBRIA","United States Senator","Statewide","Republican","MEHMET OZ","35,847","0","0","32,900","0","0","2,903","0","0","44","0","0"
"2022 General Election","CAMBRIA","United States Senator","Statewide","Libertarian","ERIK GERHARDT","868","0","0","688","0","0","177","0","0","3","0","0"
"2022 General Election","CAMBRIA","United States Senator","Statewide","Green Party","RICHARD L WEISS","365","0","0","268","0","0","97","0","0","0","0","0"
"2022 General Election","CAMBRIA","United States Senator","Statewide","Keystone","DANIEL WASSMER","419","0","0","295","0","0","124","0","0","0","0","0"
"2022 General Election","CAMBRIA","Governor","Statewide","Democratic","JOSH SHAPIRO","22,885","0","0","15,719","0","0","7,078","0","0","88","0","0"
"2022 General Election","CAMBRIA","Governor","Statewide","Republican","DOUGLAS V MASTRIANO","32,381","0","0","29,946","0","0","2,402","0","0","33","0","0"
"2022 General Election","CAMBRIA","Governor","Statewide","Libertarian","MATT HACKENBURG","489","0","0","408","0","0","78","0","0","3","0","0"
"2022 General Election","CAMBRIA","Governor","Statewide","Green Party","CHRISTINA DIGIULIO","291","0","0","220","0","0","69","0","0","2","0","0"
"2022 General Election","CAMBRIA","Governor","Statewide","Keystone","JOE SOLOSKI","235","0","0","169","0","0","66","0","0","0","0","0"
"2022 General Election","CAMERON","United States Senator","Statewide","Democratic","JOHN FETTERMAN","547","0","0","332","0","0","213","0","0","2","0","0"
"2022 General Election","CAMERON","United States Senator","Statewide","Republican","MEHMET OZ","1,247","0","0","975","0","0","272","0","0","0","0","0"
"2022 General Election","CAMERON","United States Senator","Statewide","Libertarian","ERIK GERHARDT","46","0","0","37","0","0","8","0","0","1","0","0"
"2022 General Election","CAMERON","United States Senator","Statewide","Green Party","RICHARD L WEISS","19","0","0","11","0","0","8","0","0","0","0","0"
"2022 General Election","CAMERON","United States Senator","Statewide","Keystone","DANIEL WASSMER","27","0","0","18","0","0","9","0","0","0","0","0"
"2022 General Election","CAMERON","Governor","Statewide","Democratic","JOSH SHAPIRO","639","0","0","392","0","0","245","0","0","2","0","0"
"2022 General Election","CAMERON","Governor","Statewide","Republican","DOUGLAS V MASTRIANO","1,200","0","0","1,026","0","0","174","0","0","0","0","0"
"2022 General Election","CAMERON","Governor","Statewide","Libertarian","MATT HACKENBURG","26","0","0","19","0","0","7","0","0","0","0","0"
"2022 General Election","CAMERON","Governor","Statewide","Green Party","CHRISTINA DIGIULIO","3","0","0","3","0","0","0","0","0","0","0","0"
"2022 General Election","CAMERON","Governor","Statewide","Keystone","JOE SOLOSKI","22","0","0","18","0","0","4","0","0","0","0","0"
"2022 General Election","CARBON","United States Senator","Statewide","Democratic","JOHN FETTERMAN","9,682","0","0","6,338","0","0","3,306","0","0","38","0","0"
"2022 General Election","CARBON","United States Senator","Statewide","Republican","MEHMET OZ","15,659","0","0","14,357","0","0","1,290","0","0","12","0","0"
"2022 General Election","CARBON","United States Senator","Statewide","Libertarian","ERIK GERHARDT","559","0","0","462","0","0","96","0","0","1","0","0"
"2022 General Election","CARBON","United States Senator","Statewide","Green Party","RICHARD L WEISS","160","0","0","118","0","0","42","0","0","0","0","0"
"2022 General Election","CARBON","United States Senator","Statewide","Keystone","DANIEL WASSMER","172","0","0","141","0","0","31","0","0","0","0","0"
"2022 General Election","CARBON","Governor","Statewide","Democratic","JOSH SHAPIRO","10,743","0","0","7,203","0","0","3,504","0","0","36","0","0"
"2022 General Election","CARBON","Governor","Statewide","Republican","DOUGLAS V MASTRIANO","14,943","0","0","13,775","0","0","1,154","0","0","14","0","0"
"2022 General Election","CARBON","Governor","Statewide","Libertarian","MATT HACKENBURG","326","0","0","267","0","0","58","0","0","1","0","0"
"2022 General Election","CARBON","Governor","Statewide","Green Party","CHRISTINA DIGIULIO","151","0","0","109","0","0","42","0","0","0","0","0"
"2022 General Election","CARBON","Governor","Statewide","Keystone","JOE SOLOSKI","101","0","0","79","0","0","22","0","0","0","0","0"
"2022 General Election","CENTRE","United States Senator","Statewide","Democratic","JOHN FETTERMAN","32,597","0","0","20,088","0","0","12,276","0","0","233","0","0"
"2022 General Election","CENTRE","United States Senator","Statewide","Republican","MEHMET OZ","27,902","0","0","25,001","0","0","2,850","0","0","51","0","0"
"2022 General Election","CENTRE","United States Senator","Statewide","Libertarian","ERIK GERHARDT","834","0","0","683","0","0","149","0","0","2","0","0"
"2022 General Election","CENTRE","United States Senator","Statewide","Green Party","RICHARD L WEISS","372","0","0","267","0","0","104","0","0","1","0","0"
"2022 General Election","CENTRE","United States Senator","Statewide","Keystone","DANIEL WASSMER","356","0","0","262","0","0","92","0","0","2","0","0"
"2022 General Election","CENTRE","Governor","Statewide","Democratic","JOSH SHAPIRO","35,653","0","0","22,512","0","0","12,908","0","0","233","0","0"
"2022 General Election","CENTRE","Governor","Statewide","Republican","DOUGLAS V MASTRIANO","25,201","0","0","22,872","0","0","2,281","0","0","48","0","0"
"2022 General Election","CENTRE","Governor","Statewide","Libertarian","MATT HACKENBURG","654","0","0","549","0","0","102","0","0","3","0","0"
"2022 General Election","CENTRE","Governor","Statewide","Green Party","CHRISTINA DIGIULIO","209","0","0","162","0","0","46","0","0","1","0","0"
"2022 General Election","CENTRE","Governor","Statewide","Keystone","JOE SOLOSKI","300","0","0","207","0","0","89","0","0","4","0","0"
"2022 General Election","CHESTER","United States Senator","Statewide","Democratic","JOHN FETTERMAN","147,559","0","0","90,595","0","0","55,742","0","0","1,222","0","0"
"2022 General Election","CHESTER","United States Senator","Statewide","Republican","MEHMET OZ","104,020","0","0","92,418","0","0","11,200","0","0","402","0","0"
"2022 General Election","CHESTER","United States Senator","Statewide","Libertarian","ERIK GERHARDT","3,586","0","0","2,801","0","0","768","0","0","17","0","0"
"2022 General Election","CHESTER","United States Senator","Statewide","Green Party","RICHARD L WEISS","1,579","0","0","1,064","0","0","502","0","0","13","0","0"
"2022 General Election","CHESTER","United States Senator","Statewide","Keystone","DANIEL WASSMER","1,219","0","0","868","0","0","344","0","0","7","0","0"
"2022 General Election","CHESTER","Governor","Statewide","Democratic","JOSH SHAPIRO","160,796","0","0","100,861","0","0","58,667","0","0","1,268","0","0"
"2022 General Election","CHESTER","Governor","Statewide","Republican","DOUGLAS V MASTRIANO","92,585","0","0","83,332","0","0","8,894","0","0","359","0","0"
"2022 General Election","CHESTER","Governor","Statewide","Libertarian","MATT HACKENBURG","2,713","0","0","2,237","0","0","461","0","0","15","0","0"
"2022 General Election","CHESTER","Governor","Statewide","Green Party","CHRISTINA DIGIULIO","1,093","0","0","807","0","0","272","0","0","14","0","0"
"2022 General Election","CHESTER","Governor","Statewide","Keystone","JOE SOLOSKI","838","0","0","620","0","0","217","0","0","1","0","0"
"2022 General Election","CLARION","United States Senator","Statewide","Democratic","JOHN FETTERMAN","4,327","0","0","2,991","0","0","1,325","0","0","11","0","0"
"2022 General Election","CLARION","United States Senator","Statewide","Republican","MEHMET OZ","10,620","0","0","9,890","0","0","721","0","0","9","0","0"
"2022 General Election","CLARION","United States Senator","Statewide","Libertarian","ERIK GERHARDT","238","0","0","210","0","0","28","0","0","0","0","0"
"2022 General Election","CLARION","United States Senator","Statewide","Green Party","RICHARD L WEISS","91","0","0","73","0","0","18","0","0","0","0","0"
"2022 General Election","CLARION","United States Senator","Statewide","Keystone","DANIEL WASSMER","95","0","0","75","0","0","20","0","0","0","0","0"
"2022 General Election","CLARION","Governor","Statewide","Democratic","JOSH SHAPIRO","5,114","0","0","3,665","0","0","1,439","0","0","10","0","0"
"2022 General Election","CLARION","Governor","Statewide","Republican","DOUGLAS V MASTRIANO","10,019","0","0","9,372","0","0","638","0","0","9","0","0"
"2022 General Election","CLARION","Governor","Statewide","Libertarian","MATT HACKENBURG","154","0","0","130","0","0","24","0","0","0","0","0"
"2022 General Election","CLARION","Governor","Statewide","Green Party","CHRISTINA DIGIULIO","57","0","0","45","0","0","11","0","0","1","0","0"
"2022 General Election","CLARION","Governor","Statewide","Keystone","JOE SOLOSKI","63","0","0","52","0","0","11","0","0","0","0","0"
"2022 General Election","CLEARFIELD","United States Senator","Statewide","Democratic","JOHN FETTERMAN","8,533","0","0","5,667","0","0","2,846","0","0","20","0","0"
"2022 General Election","CLEARFIELD","United States Senator","Statewide","Republican","MEHMET OZ","21,948","0","0","20,437","0","0","1,494","0","0","17","0","0"
"2022 General Election","CLEARFIELD","United States Senator","Statewide","Libertarian","ERIK GERHARDT","489","0","0","424","0","0","64","0","0","1","0","0"
"2022 General Election","CLEARFIELD","United States Senator","Statewide","Green Party","RICHARD L WEISS","193","0","0","153","0","0","40","0","0","0","0","0"
"2022 General Election","CLEARFIELD","United States Senator","Statewide","Keystone","DANIEL WASSMER","236","0","0","180","0","0","56","0","0","0","0","0"
"2022 General Election","CLEARFIELD","Governor","Statewide","Democratic","JOSH SHAPIRO","10,326","0","0","7,168","0","0","3,138","0","0","20","0","0"
"2022 General Election","CLEARFIELD","Governor","Statewide","Republican","DOUGLAS V MASTRIANO","20,525","0","0","19,226","0","0","1,282","0","0","17","0","0"
"2022 General Election","CLEARFIELD","Governor","Statewide","Libertarian","MATT HACKENBURG","316","0","0","269","0","0","47","0","0","0","0","0"
"2022 General Election","CLEARFIELD","Governor","Statewide","Green Party","CHRISTINA DIGIULIO","125","0","0","110","0","0","15","0","0","0","0","0"
"2022 General Election","CLEARFIELD","Governor","Statewide","Keystone","JOE SOLOSKI","119","0","0","95","0","0","24","0","0","0","0","0"
"2022 General Election","CLINTON","United States Senator","Statewide","Democratic","JOHN FETTERMAN","4,750","0","0","3,229","0","0","1,509","0","0","12","0","0"
"2022 General Election","CLINTON","United States Senator","Statewide","Republican","MEHMET OZ","8,791","0","0","8,127","0","0","650","0","0","14","0","0"
"2022 General Election","CLINTON","United States Senator","Statewide","Libertarian","ERIK GERHARDT","219","0","0","187","0","0","31","0","0","1","0","0"
"2022 General Election","CLINTON","United States Senator","Statewide","Green Party","RICHARD L WEISS","96","0","0","73","0","0","23","0","0","0","0","0"
"2022 General Election","CLINTON","United States Senator","Statewide","Keystone","DANIEL WASSMER","161","0","0","124","0","0","36","0","0","1","0","0"
"2022 General Election","CLINTON","Governor","Statewide","Democratic","JOSH SHAPIRO","5,293","0","0","3,682","0","0","1,598","0","0","13","0","0"
"2022 General Election","CLINTON","Governor","Statewide","Republican","DOUGLAS V MASTRIANO","8,512","0","0","7,890","0","0","606","0","0","16","0","0"
"2022 General Election","CLINTON","Governor","Statewide","Libertarian","MATT HACKENBURG","134","0","0","110","0","0","24","0","0","0","0","0"
"2022 General Election","CLINTON","Governor","Statewide","Green Party","CHRISTINA DIGIULIO","59","0","0","43","0","0","16","0","0","0","0","0"
"2022 General Election","CLINTON","Governor","Statewide","Keystone","JOE SOLOSKI","75","0","0","59","0","0","16","0","0","0","0","0"
"2022 General Election","COLUMBIA","United States Senator","Statewide","Democratic","JOHN FETTERMAN","9,023","0","0","6,179","0","0","2,764","0","0","80","0","0"
"2022 General Election","COLUMBIA","United States Senator","Statewide","Republican","MEHMET OZ","14,830","0","0","13,772","0","0","1,039","0","0","19","0","0"
"2022 General Election","COLUMBIA","United States Senator","Statewide","Libertarian","ERIK GERHARDT","518","0","0","408","0","0","108","0","0","2","0","0"
"2022 General Election","COLUMBIA","United States Senator","Statewide","Green Party","RICHARD L WEISS","176","0","0","133","0","0","43","0","0","0","0","0"
"2022 General Election","COLUMBIA","United States Senator","Statewide","Keystone","DANIEL WASSMER","198","0","0","150","0","0","47","0","0","1","0","0"
"2022 General Election","COLUMBIA","Governor","Statewide","Democratic","JOSH SHAPIRO","10,148","0","0","7,062","0","0","3,001","0","0","85","0","0"
"2022 General Election","COLUMBIA","Governor","Statewide","Republican","DOUGLAS V MASTRIANO","13,959","0","0","13,026","0","0","926","0","0","7","0","0"
"2022 General Election","COLUMBIA","Governor","Statewide","Libertarian","MATT HACKENBURG","372","0","0","316","0","0","56","0","0","0","0","0"
"2022 General Election","COLUMBIA","Governor","Statewide","Green Party","CHRISTINA DIGIULIO","109","0","0","82","0","0","27","0","0","0","0","0"
"2022 General Election","COLUMBIA","Governor","Statewide","Keystone","JOE SOLOSKI","115","0","0","92","0","0","22","0","0","1","0","0"
"2022 General Election","CRAWFORD","United States Senator","Statewide","Democratic","JOHN FETTERMAN","11,081","0","0","7,051","0","0","3,910","0","0","120","0","0"
"2022 General Election","CRAWFORD","United States Senator","Statewide","Republican","MEHMET OZ","20,992","0","0","19,316","0","0","1,604","0","0","72","0","0"
"2022 General Election","CRAWFORD","United States Senator","Statewide","Libertarian","ERIK GERHARDT","575","0","0","479","0","0","90","0","0","6","0","0"
"2022 General Election","CRAWFORD","United States Senator","Statewide","Green Party","RICHARD L WEISS","187","0","0","148","0","0","39","0","0","0","0","0"
"2022 General Election","CRAWFORD","United States Senator","Statewide","Keystone","DANIEL WASSMER","198","0","0","140","0","0","57","0","0","1","0","0"
"2022 General Election","CRAWFORD","Governor","Statewide","Democratic","JOSH SHAPIRO","12,609","0","0","8,329","0","0","4,167","0","0","113","0","0"
"2022 General Election","CRAWFORD","Governor","Statewide","Republican","DOUGLAS V MASTRIANO","19,541","0","0","18,107","0","0","1,367","0","0","67","0","0"
"2022 General Election","CRAWFORD","Governor","Statewide","Libertarian","MATT HACKENBURG","338","0","0","288","0","0","48","0","0","2","0","0"
