"Election Name","County Name","Office Name","District Name","Party Name","Candidate Name","Votes","Yes Votes","No Votes","Election Day Votes","ElectionDay Yes Votes","Election Day No Votes","Mail Votes","Mail Yes Votes","Mail No Votes","Provisional Votes","Provisional Yes Votes","Provisional No Votes"
"2016 Presidential Election","BERKS","Auditor General","Statewide","Republican","JOHN BROWN","90,078","0","0","","","","","","","","",""
"2016 Presidential Election","BERKS","Auditor General","Statewide","Green","JOHN J SWEENEY","5,937","0","0","","","","","","","","",""
"2016 Presidential Election","BERKS","Auditor General","Statewide","Libertarian","ROY A MINET","3,862","0","0","","","","","","","","",""
"2016 Presidential Election","BERKS","State Treasurer","Statewide","Democratic","JOE TORSELLA","79,008","0","0","","","","","","","","",""
"2016 Presidential Election","BERKS","State Treasurer","Statewide","Republican","OTTO VOIT","86,003","0","0","","","","","","","","",""
"2016 Presidential Election","BERKS","State Treasurer","Statewide","Green","KRISTIN COMBS","4,519","0","0","","","","","","","","",""
"2016 Presidential Election","BERKS","State Treasurer","Statewide","Libertarian","JAMES BABB","4,048","0","0","","","","","","","","",""
"2016 Presidential Election","BLAIR","Auditor General","Statewide","Democratic","EUGENE A DEPASQUALE","16,881","0","0","","","","","","","","",""
"2016 Presidential Election","BLAIR","Auditor General","Statewide","Republican","JOHN BROWN","34,316","0","0","","","","","","","","",""
"2016 Presidential Election","BLAIR","Auditor General","Statewide","Green","JOHN J SWEENEY","1,642","0","0","","","","","","","","",""
"2016 Presidential Election","BLAIR","Auditor General","Statewide","Libertarian","ROY A MINET","1,349","0","0","","","","","","","","",""
"2016 Presidential Election","BLAIR","State Treasurer","Statewide","Democratic","JOE TORSELLA","16,547","0","0","","","","","","","","",""
"2016 Presidential Election","BLAIR","State Treasurer","Statewide","Republican","OTTO VOIT","34,205","0","0","","","","","","","","",""
"2016 Presidential Election","BLAIR","State Treasurer","Statewide","Green","KRISTIN COMBS","1,832","0","0","","","","","","","","",""
"2016 Presidential Election","BLAIR","State Treasurer","Statewide","Libertarian","JAMES BABB","1,449","0","0","","","","","","","","",""
"2016 Presidential Election","BRADFORD","Auditor General","Statewide","Democratic","EUGENE A DEPASQUALE","6,715","0","0","","","","","","","","",""
"2016 Presidential Election","BRADFORD","Auditor General","Statewide","Republican","JOHN BROWN","16,716","0","0","","","","","","","","",""
"2016 Presidential Election","BRADFORD","Auditor General","Statewide","Green","JOHN J SWEENEY","790","0","0","","","","","","","","",""
"2016 Presidential Election","BRADFORD","Auditor General","Statewide","Libertarian","ROY A MINET","894","0","0","","","","","","","","",""
"2016 Presidential Election","BRADFORD","State Treasurer","Statewide","Democratic","JOE TORSELLA","7,290","0","0","","","","","","","","",""
"2016 Presidential Election","BRADFORD","State Treasurer","Statewide","Republican","OTTO VOIT","15,872","0","0","","","","","","","","",""
"2016 Presidential Election","BRADFORD","State Treasurer","Statewide","Green","KRISTIN COMBS","1,062","0","0","","","","","","","","",""
"2016 Presidential Election","BRADFORD","State Treasurer","Statewide","Libertarian","JAMES BABB","859","0","0","","","","","","","","",""
"2016 Presidential Election","BUCKS","Auditor General","Statewide","Democratic","EUGENE A DEPASQUALE","153,856","0","0","","","","","","","","",""
"2016 Presidential Election","BUCKS","Auditor General","Statewide","Republican","JOHN BROWN","167,173","0","0","","","","","","","","",""
"2016 Presidential Election","BUCKS","Auditor General","Statewide","Green","JOHN J SWEENEY","5,661","0","0","","","","","","","","",""
"2016 Presidential Election","BUCKS","Auditor General","Statewide","Libertarian","ROY A MINET","5,322","0","0","","","","","","","","",""
"2016 Presidential Election","BUCKS","State Treasurer","Statewide","Democratic","JOE TORSELLA","162,463","0","0","","","","","","","","",""
"2016 Presidential Election","BUCKS","State Treasurer","Statewide","Republican","OTTO VOIT","159,697","0","0","","","","","","","","",""
"2016 Presidential Election","BUCKS","State Treasurer","Statewide","Green","KRISTIN COMBS","4,783","0","0","","","","","","","","",""
"2016 Presidential Election","BUCKS","State Treasurer","Statewide","Libertarian","JAMES BABB","4,987","0","0","","","","","","","","",""
"2016 Presidential Election","BUTLER","Auditor General","Statewide","Democratic","EUGENE A DEPASQUALE","32,929","0","0","","","","","","","","",""
"2016 Presidential Election","BUTLER","Auditor General","Statewide","Republican","JOHN BROWN","56,605","0","0","","","","","","","","",""
"2016 Presidential Election","BUTLER","Auditor General","Statewide","Green","JOHN J SWEENEY","2,595","0","0","","","","","","","","",""
"2016 Presidential Election","BUTLER","Auditor General","Statewide","Libertarian","ROY A MINET","2,968","0","0","","","","","","","","",""
"2016 Presidential Election","BUTLER","State Treasurer","Statewide","Democratic","JOE TORSELLA","32,081","0","0","","","","","","","","",""
"2016 Presidential Election","BUTLER","State Treasurer","Statewide","Republican","OTTO VOIT","56,618","0","0","","","","","","","","",""
"2016 Presidential Election","BUTLER","State Treasurer","Statewide","Green","KRISTIN COMBS","3,106","0","0","","","","","","","","",""
"2016 Presidential Election","BUTLER","State Treasurer","Statewide","Libertarian","JAMES BABB","3,058","0","0","","","","","","","","",""
"2016 Presidential Election","CAMBRIA","Auditor General","Statewide","Democratic","EUGENE A DEPASQUALE","27,422","0","0","","","","","","","","",""
"2016 Presidential Election","CAMBRIA","Auditor General","Statewide","Republican","JOHN BROWN","30,301","0","0","","","","","","","","",""
"2016 Presidential Election","CAMBRIA","Auditor General","Statewide","Green","JOHN J SWEENEY","2,391","0","0","","","","","","","","",""
"2016 Presidential Election","CAMBRIA","Auditor General","Statewide","Libertarian","ROY A MINET","1,504","0","0","","","","","","","","",""
"2016 Presidential Election","CAMBRIA","State Treasurer","Statewide","Democratic","JOE TORSELLA","27,980","0","0","","","","","","","","",""
"2016 Presidential Election","CAMBRIA","State Treasurer","Statewide","Republican","OTTO VOIT","29,386","0","0","","","","","","","","",""
"2016 Presidential Election","CAMBRIA","State Treasurer","Statewide","Green","KRISTIN COMBS","2,285","0","0","","","","","","","","",""
"2016 Presidential Election","CAMBRIA","State Treasurer","Statewide","Libertarian","JAMES BABB","1,723","0","0","","","","","","","","",""
"2016 Presidential Election","CAMERON","Auditor General","Statewide","Democratic","EUGENE A DEPASQUALE","670","0","0","","","","","","","","",""
"2016 Presidential Election","CAMERON","Auditor General","Statewide","Republican","JOHN BROWN","1,288","0","0","","","","","","","","",""
"2016 Presidential Election","CAMERON","Auditor General","Statewide","Green","JOHN J SWEENEY","83","0","0","","","","","","","","",""
"2016 Presidential Election","CAMERON","Auditor General","Statewide","Libertarian","ROY A MINET","63","0","0","","","","","","","","",""
"2016 Presidential Election","CAMERON","State Treasurer","Statewide","Democratic","JOE TORSELLA","699","0","0","","","","","","","","",""
"2016 Presidential Election","CAMERON","State Treasurer","Statewide","Republican","OTTO VOIT","1,247","0","0","","","","","","","","",""
"2016 Presidential Election","CAMERON","State Treasurer","Statewide","Green","KRISTIN COMBS","93","0","0","","","","","","","","",""
"2016 Presidential Election","CAMERON","State Treasurer","Statewide","Libertarian","JAMES BABB","61","0","0","","","","","","","","",""
"2016 Presidential Election","CARBON","Auditor General","Statewide","Democratic","EUGENE A DEPASQUALE","10,446","0","0","","","","","","","","",""
"2016 Presidential Election","CARBON","Auditor General","Statewide","Republican","JOHN BROWN","14,819","0","0","","","","","","","","",""
"2016 Presidential Election","CARBON","Auditor General","Statewide","Green","JOHN J SWEENEY","1,164","0","0","","","","","","","","",""
"2016 Presidential Election","CARBON","Auditor General","Statewide","Libertarian","ROY A MINET","816","0","0","","","","","","","","",""
"2016 Presidential Election","CARBON","State Treasurer","Statewide","Democratic","JOE TORSELLA","11,226","0","0","","","","","","","","",""
"2016 Presidential Election","CARBON","State Treasurer","Statewide","Republican","OTTO VOIT","14,105","0","0","","","","","","","","",""
"2016 Presidential Election","CARBON","State Treasurer","Statewide","Green","KRISTIN COMBS","1,074","0","0","","","","","","","","",""
"2016 Presidential Election","CARBON","State Treasurer","Statewide","Libertarian","JAMES BABB","861","0","0","","","","","","","","",""
"2016 Presidential Election","CENTRE","Auditor General","Statewide","Democratic","EUGENE A DEPASQUALE","35,335","0","0","","","","","","","","",""
"2016 Presidential Election","CENTRE","Auditor General","Statewide","Republican","JOHN BROWN","33,232","0","0","","","","","","","","",""
"2016 Presidential Election","CENTRE","Auditor General","Statewide","Green","JOHN J SWEENEY","2,842","0","0","","","","","","","","",""
"2016 Presidential Election","CENTRE","Auditor General","Statewide","Libertarian","ROY A MINET","2,820","0","0","","","","","","","","",""
"2016 Presidential Election","CENTRE","State Treasurer","Statewide","Democratic","JOE TORSELLA","35,126","0","0","","","","","","","","",""
"2016 Presidential Election","CENTRE","State Treasurer","Statewide","Republican","OTTO VOIT","32,470","0","0","","","","","","","","",""
"2016 Presidential Election","CENTRE","State Treasurer","Statewide","Green","KRISTIN COMBS","3,643","0","0","","","","","","","","",""
"2016 Presidential Election","CENTRE","State Treasurer","Statewide","Libertarian","JAMES BABB","2,805","0","0","","","","","","","","",""
"2016 Presidential Election","CHESTER","Auditor General","Statewide","Democratic","EUGENE A DEPASQUALE","119,098","0","0","","","","","","","","",""
"2016 Presidential Election","CHESTER","Auditor General","Statewide","Republican","JOHN BROWN","129,206","0","0","","","","","","","","",""
"2016 Presidential Election","CHESTER","Auditor General","Statewide","Green","JOHN J SWEENEY","9,517","0","0","","","","","","","","",""
"2016 Presidential Election","CHESTER","Auditor General","Statewide","Libertarian","ROY A MINET","7,851","0","0","","","","","","","","",""
"2016 Presidential Election","CHESTER","State Treasurer","Statewide","Democratic","JOE TORSELLA","127,865","0","0","","","","","","","","",""
"2016 Presidential Election","CHESTER","State Treasurer","Statewide","Republican","OTTO VOIT","122,172","0","0","","","","","","","","",""
"2016 Presidential Election","CHESTER","State Treasurer","Statewide","Green","KRISTIN COMBS","9,120","0","0","","","","","","","","",""
"2016 Presidential Election","CHESTER","State Treasurer","Statewide","Libertarian","JAMES BABB","7,307","0","0","","","","","","","","",""
"2016 Presidential Election","CLARION","Auditor General","Statewide","Democratic","EUGENE A DEPASQUALE","5,667","0","0","","","","","","","","",""
"2016 Presidential Election","CLARION","Auditor General","Statewide","Republican","JOHN BROWN","10,412","0","0","","","","","","","","",""
"2016 Presidential Election","CLARION","Auditor General","Statewide","Green","JOHN J SWEENEY","550","0","0","","","","","","","","",""
"2016 Presidential Election","CLARION","Auditor General","Statewide","Libertarian","ROY A MINET","489","0","0","","","","","","","","",""
"2016 Presidential Election","CLARION","State Treasurer","Statewide","Democratic","JOE TORSELLA","5,723","0","0","","","","","","","","",""
"2016 Presidential Election","CLARION","State Treasurer","Statewide","Republican","OTTO VOIT","10,135","0","0","","","","","","","","",""
"2016 Presidential Election","CLARION","State Treasurer","Statewide","Green","KRISTIN COMBS","633","0","0","","","","","","","","",""
"2016 Presidential Election","CLARION","State Treasurer","Statewide","Libertarian","JAMES BABB","541","0","0","","","","","","","","",""
"2016 Presidential Election","CLEARFIELD","Auditor General","Statewide","Democratic","EUGENE A DEPASQUALE","11,279","0","0","","","","","","","","",""
"2016 Presidential Election","CLEARFIELD","Auditor General","Statewide","Republican","JOHN BROWN","20,256","0","0","","","","","","","","",""
"2016 Presidential Election","CLEARFIELD","Auditor General","Statewide","Green","JOHN J SWEENEY","1,099","0","0","","","","","","","","",""
"2016 Presidential Election","CLEARFIELD","Auditor General","Statewide","Libertarian","ROY A MINET","903","0","0","","","","","","","","",""
"2016 Presidential Election","CLEARFIELD","State Treasurer","Statewide","Democratic","JOE TORSELLA","11,437","0","0","","","","","","","","",""
"2016 Presidential Election","CLEARFIELD","State Treasurer","Statewide","Republican","OTTO VOIT","19,663","0","0","","","","","","","","",""
"2016 Presidential Election","CLEARFIELD","State Treasurer","Statewide","Green","KRISTIN COMBS","1,312","0","0","","","","","","","","",""
"2016 Presidential Election","CLEARFIELD","State Treasurer","Statewide","Libertarian","JAMES BABB","981","0","0","","","","","","","","",""
"2016 Presidential Election","CLINTON","Auditor General","Statewide","Democratic","EUGENE A DEPASQUALE","5,579","0","0","","","","","","","","",""
"2016 Presidential Election","CLINTON","Auditor General","Statewide","Republican","JOHN BROWN","8,225","0","0","","","","","","","","",""
"2016 Presidential Election","CLINTON","Auditor General","Statewide","Green","JOHN J SWEENEY","541","0","0","","","","","","","","",""
"2016 Presidential Election","CLINTON","Auditor General","Statewide","Libertarian","ROY A MINET","425","0","0","","","","","","","","",""
"2016 Presidential Election","CLINTON","State Treasurer","Statewide","Democratic","JOE TORSELLA","6,247","0","0","","","","","","","","",""
"2016 Presidential Election","CLINTON","State Treasurer","Statewide","Republican","OTTO VOIT","7,663","0","0","","","","","","","","",""
"2016 Presidential Election","CLINTON","State Treasurer","Statewide","Green","KRISTIN COMBS","552","0","0","","","","","","","","",""
"2016 Presidential Election","CLINTON","State Treasurer","Statewide","Libertarian","JAMES BABB","402","0","0","","","","","","","","",""
"2016 Presidential Election","COLUMBIA","Auditor General","Statewide","Democratic","EUGENE A DEPASQUALE","10,589","0","0","","","","","","","","",""
"2016 Presidential Election","COLUMBIA","Auditor General","Statewide","Republican","JOHN BROWN","15,122","0","0","","","","","","","","",""
"2016 Presidential Election","COLUMBIA","Auditor General","Statewide","Green","JOHN J SWEENEY","1,047","0","0","","","","","","","","",""
"2016 Presidential Election","COLUMBIA","Auditor General","Statewide","Libertarian","ROY A MINET","833","0","0","","","","","","","","",""
"2016 Presidential Election","COLUMBIA","State Treasurer","Statewide","Democratic","JOE TORSELLA","12,036","0","0","","","","","","","","",""
"2016 Presidential Election","COLUMBIA","State Treasurer","Statewide","Republican","OTTO VOIT","13,590","0","0","","","","","","","","",""
"2016 Presidential Election","COLUMBIA","State Treasurer","Statewide","Green","KRISTIN COMBS","1,141","0","0","","","","","","","","",""
"2016 Presidential Election","COLUMBIA","State Treasurer","Statewide","Libertarian","JAMES BABB","887","0","0","","","","","","","","",""
"2016 Presidential Election","CRAWFORD","Auditor General","Statewide","Democratic","EUGENE A DEPASQUALE","11,504","0","0","","","","","","","","",""
"2016 Presidential Election","CRAWFORD","Auditor General","Statewide","Republican","JOHN BROWN","22,595","0","0","","","","","","","","",""
"2016 Presidential Election","CRAWFORD","Auditor General","Statewide","Green","JOHN J SWEENEY","1,297","0","0","","","","","","","","",""
"2016 Presidential Election","CRAWFORD","Auditor General","Statewide","Libertarian","ROY A MINET","1,138","0","0","","","","","","","","",""
"2016 Presidential Election","CRAWFORD","State Treasurer","Statewide","Democratic","JOE TORSELLA","12,390","0","0","","","","","","","","",""
"2016 Presidential Election","CRAWFORD","State Treasurer","Statewide","Republican","OTTO VOIT","21,670","0","0","","","","","","","","",""
"2016 Presidential Election","CRAWFORD","State Treasurer","Statewide","Green","KRISTIN COMBS","1,291","0","0","","","","","","","","",""
"2016 Presidential Election","CRAWFORD","State Treasurer","Statewide","Libertarian","JAMES BABB","1,116","0","0","","","","","","","","",""
"2016 Presidential Election","CUMBERLAND","Auditor General","Statewide","Democratic","EUGENE A DEPASQUALE","50,060","0","0","","","","","","","","",""
"2016 Presidential Election","CUMBERLAND","Auditor General","Statewide","Republican","JOHN BROWN","63,419","0","0","","","","","","","","",""
"2016 Presidential Election","CUMBERLAND","Auditor General","Statewide","Green","JOHN J SWEENEY","3,318","0","0","","","","","","","","",""
"2016 Presidential Election","CUMBERLAND","Auditor General","Statewide","Libertarian","ROY A MINET","3,615","0","0","","","","","","","","",""
"2016 Presidential Election","CUMBERLAND","State Treasurer","Statewide","Democratic","JOE TORSELLA","45,619","0","0","","","","","","","","",""
"2016 Presidential Election","CUMBERLAND","State Treasurer","Statewide","Republican","OTTO VOIT","66,137","0","0","","","","","","","","",""
"2016 Presidential Election","CUMBERLAND","State Treasurer","Statewide","Green","KRISTIN COMBS","4,237","0","0","","","","","","","","",""
"2016 Presidential Election","CUMBERLAND","State Treasurer","Statewide","Libertarian","JAMES BABB","3,964","0","0","","","","","","","","",""
"2016 Presidential Election","DAUPHIN","Auditor General","Statewide","Democratic","EUGENE A DEPASQUALE","67,893","0","0","","","","","","","","",""
"2016 Presidential Election","DAUPHIN","Auditor General","Statewide","Republican","JOHN BROWN","54,864","0","0","","","","","","","","",""
"2016 Presidential Election","DAUPHIN","Auditor General","Statewide","Green","JOHN J SWEENEY","1,752","0","0","","","","","","","","",""
"2016 Presidential Election","DAUPHIN","Auditor General","Statewide","Libertarian","ROY A MINET","1,963","0","0","","","","","","","","",""
"2016 Presidential Election","DAUPHIN","State Treasurer","Statewide","Democratic","JOE TORSELLA","63,615","0","0","","","","","","","","",""
"2016 Presidential Election","DAUPHIN","State Treasurer","Statewide","Republican","OTTO VOIT","58,000","0","0","","","","","","","","",""
"2016 Presidential Election","DAUPHIN","State Treasurer","Statewide","Green","KRISTIN COMBS","1,840","0","0","","","","","","","","",""
"2016 Presidential Election","DAUPHIN","State Treasurer","Statewide","Libertarian","JAMES BABB","2,034","0","0","","","","","","","","",""
"2016 Presidential Election","DELAWARE","Auditor General","Statewide","Democratic","EUGENE A DEPASQUALE","157,318","0","0","","","","","","","","",""
"2016 Presidential Election","DELAWARE","Auditor General","Statewide","Republican","JOHN BROWN","121,326","0","0","","","","","","","","",""
"2016 Presidential Election","DELAWARE","Auditor General","Statewide","Green","JOHN J SWEENEY","4,963","0","0","","","","","","","","",""
"2016 Presidential Election","DELAWARE","Auditor General","Statewide","Libertarian","ROY A MINET","3,287","0","0","","","","","","","","",""
"2016 Presidential Election","DELAWARE","State Treasurer","Statewide","Democratic","JOE TORSELLA","165,027","0","0","","","","","","","","",""
"2016 Presidential Election","DELAWARE","State Treasurer","Statewide","Republican","OTTO VOIT","115,188","0","0","","","","","","","","",""
"2016 Presidential Election","DELAWARE","State Treasurer","Statewide","Green","KRISTIN COMBS","4,030","0","0","","","","","","","","",""
"2016 Presidential Election","DELAWARE","State Treasurer","Statewide","Libertarian","JAMES BABB","3,143","0","0","","","","","","","","",""
"2016 Presidential Election","ELK","Auditor General","Statewide","Democratic","EUGENE A DEPASQUALE","5,425","0","0","","","","","","","","",""
"2016 Presidential Election","ELK","Auditor General","Statewide","Republican","JOHN BROWN","7,784","0","0","","","","","","","","",""
"2016 Presidential Election","ELK","Auditor General","Statewide","Green","JOHN J SWEENEY","473","0","0","","","","","","","","",""
"2016 Presidential Election","ELK","Auditor General","Statewide","Libertarian","ROY A MINET","392","0","0","","","","","","","","",""
"2016 Presidential Election","ELK","State Treasurer","Statewide","Democratic","JOE TORSELLA","5,456","0","0","","","","","","","","",""
"2016 Presidential Election","ELK","State Treasurer","Statewide","Republican","OTTO VOIT","7,637","0","0","","","","","","","","",""
"2016 Presidential Election","ELK","State Treasurer","Statewide","Green","KRISTIN COMBS","532","0","0","","","","","","","","",""
"2016 Presidential Election","ELK","State Treasurer","Statewide","Libertarian","JAMES BABB","414","0","0","","","","","","","","",""
"2016 Presidential Election","ERIE","Auditor General","Statewide","Democratic","EUGENE A DEPASQUALE","58,259","0","0","","","","","","","","",""
"2016 Presidential Election","ERIE","Auditor General","Statewide","Republican","JOHN BROWN","51,814","0","0","","","","","","","","",""
"2016 Presidential Election","ERIE","Auditor General","Statewide","Green","JOHN J SWEENEY","5,349","0","0","","","","","","","","",""
"2016 Presidential Election","ERIE","Auditor General","Statewide","Libertarian","ROY A MINET","3,296","0","0","","","","","","","","",""
"2016 Presidential Election","ERIE","State Treasurer","Statewide","Democratic","JOE TORSELLA","63,018","0","0","","","","","","","","",""
"2016 Presidential Election","ERIE","State Treasurer","Statewide","Republican","OTTO VOIT","47,775","0","0","","","","","","","","",""
"2016 Presidential Election","ERIE","State Treasurer","Statewide","Green","KRISTIN COMBS","4,761","0","0","","","","","","","","",""
"2016 Presidential Election","ERIE","State Treasurer","Statewide","Libertarian","JAMES BABB","3,235","0","0","","","","","","","","",""
"2016 Presidential Election","FAYETTE","Auditor General","Statewide","Democratic","EUGENE A DEPASQUALE","24,567","0","0","","","","","","","","",""
"2016 Presidential Election","FAYETTE","Auditor General","Statewide","Republican","JOHN BROWN","24,780","0","0","","","","","","","","",""
"2016 Presidential Election","FAYETTE","Auditor General","Statewide","Green","JOHN J SWEENEY","1,334","0","0","","","","","","","","",""
"2016 Presidential Election","FAYETTE","Auditor General","Statewide","Libertarian","ROY A MINET","1,109","0","0","","","","","","","","",""
"2016 Presidential Election","FAYETTE","State Treasurer","Statewide","Democratic","JOE TORSELLA","24,210","0","0","","","","","","","","",""
"2016 Presidential Election","FAYETTE","State Treasurer","Statewide","Republican","OTTO VOIT","24,458","0","0","","","","","","","","",""
"2016 Presidential Election","FAYETTE","State Treasurer","Statewide","Green","KRISTIN COMBS","1,677","0","0","","","","","","","","",""
"2016 Presidential Election","FAYETTE","State Treasurer","Statewide","Libertarian","JAMES BABB","1,165","0","0","","","","","","","","",""
"2016 Presidential Election","FOREST","Auditor General","Statewide","Democratic","EUGENE A DEPASQUALE","813","0","0","","","","","","","","",""
"2016 Presidential Election","FOREST","Auditor General","Statewide","Republican","JOHN BROWN","1,373","0","0","","","","","","","","",""
"2016 Presidential Election","FOREST","Auditor General","Statewide","Green","JOHN J SWEENEY","81","0","0","","","","","","","","",""
"2016 Presidential Election","FOREST","Auditor General","Statewide","Libertarian","ROY A MINET","60","0","0","","","","","","","","",""
"2016 Presidential Election","FOREST","State Treasurer","Statewide","Democratic","JOE TORSELLA","836","0","0","","","","","","","","",""
"2016 Presidential Election","FOREST","State Treasurer","Statewide","Republican","OTTO VOIT","1,321","0","0","","","","","","","","",""
"2016 Presidential Election","FOREST","State Treasurer","Statewide","Green","KRISTIN COMBS","93","0","0","","","","","","","","",""
"2016 Presidential Election","FOREST","State Treasurer","Statewide","Libertarian","JAMES BABB","71","0","0","","","","","","","","",""
"2016 Presidential Election","FRANKLIN","Auditor General","Statewide","Democratic","EUGENE A DEPASQUALE","17,965","0","0","","","","","","","","",""
"2016 Presidential Election","FRANKLIN","Auditor General","Statewide","Republican","JOHN BROWN","46,030","0","0","","","","","","","","",""
"2016 Presidential Election","FRANKLIN","Auditor General","Statewide","Green","JOHN J SWEENEY","2,471","0","0","","","","","","","","",""
"2016 Presidential Election","FRANKLIN","Auditor General","Statewide","Libertarian","ROY A MINET","2,000","0","0","","","","","","","","",""
"2016 Presidential Election","FRANKLIN","State Treasurer","Statewide","Democratic","JOE TORSELLA","18,393","0","0","","","","","","","","",""
"2016 Presidential Election","FRANKLIN","State Treasurer","Statewide","Republican","OTTO VOIT","44,681","0","0","","","","","","","","",""
"2016 Presidential Election","FRANKLIN","State Treasurer","Statewide","Green","KRISTIN COMBS","3,007","0","0","","","","","","","","",""
